lr,t,c_l,c_r,cc,cs,n_l,n_r,nn,s_l,s_r,sc,ss,sum,sum_pct,t_l,t_r
EFNB2_EPHB6,IDC_Basal,8.4558,4.7565,15.8091,27.4681,13.0014,5.4809,28.0095,5.6102,8.2644,10.4889,18.2244,254.4128,100.0,6.201,5.4809
EFNB2_EPHB6,IDC_Her2,13.0968,0.4686,2.3219,50.3945,13.0014,5.4809,26.9624,5.0486,10.1696,0.8951,19.4262,264.293,100.0,8.1698,2.1598
EFNB2_EPHB6,IDC_LumA,3.5907,0.0,0.0,10.7163,13.0014,5.4809,44.4134,15.0344,4.7885,0.0,44.8703,160.4467,100.0,6.9307,1.101
EFNB2_EPHB6,IDC_LumB,6.5653,0.1751,1.0518,19.5355,13.0014,5.4809,65.193,4.5347,3.2525,0.7265,13.4932,109.3059,100.0,5.3811,0.7408
EFNB2_EPHB6,ILC_LumA,9.4752,0.0255,0.1027,31.3459,13.0014,5.4809,30.3206,11.5186,7.775,0.1249,38.106,235.0212,100.0,10.5254,1.926
EFNB3_EPHA4,IDC_Basal,1.9015,1.744,9.8021,17.9738,4.321,4.7108,60.1656,0.8255,3.198,4.2554,7.8031,33.8325,100.0,0.851,1.9309
EFNB3_EPHA4,IDC_Her2,0.2654,0.9797,0.9875,2.1887,4.321,4.7108,77.3075,1.6308,2.1714,6.068,13.4484,26.3306,100.0,0.6956,1.231
EFNB3_EPHA4,IDC_LumA,1.5459,0.702,2.9006,17.6698,4.321,4.7108,54.408,1.8805,4.2762,3.5283,21.4933,37.4127,100.0,1.546,1.676
EFNB3_EPHA4,IDC_LumB,1.9053,0.6589,4.1233,25.8407,4.321,4.7108,66.8597,0.202,4.1291,0.4371,2.7392,30.4452,100.0,0.701,1.186
EFNB3_EPHA4,ILC_LumA,0.6374,0.5145,0.7501,8.1018,4.321,4.7108,46.5617,3.2105,5.5568,3.7781,40.8084,43.7174,100.0,1.796,2.221
EFNB3_EPHB2,IDC_Basal,1.9015,1.4006,11.6219,44.2886,4.321,1.051,19.8168,0.8255,5.3374,5.0455,19.2273,22.916,100.0,0.851,2.441
EFNB3_EPHB2,IDC_Her2,0.2654,1.5045,2.8253,6.674,4.321,1.051,32.1323,1.6308,3.5539,17.36,41.0085,14.1329,100.0,0.6956,2.3906
EFNB3_EPHB2,IDC_LumA,1.5459,0.7404,5.9323,28.5668,4.321,1.051,23.5368,1.8805,3.5653,7.2159,34.7482,19.2941,100.0,1.546,1.6611
EFNB3_EPHB2,IDC_LumB,1.9053,0.7704,8.2189,59.2074,4.321,1.051,25.4263,0.202,5.55,0.8712,6.2761,17.8603,100.0,0.701,1.976
EFNB3_EPHB2,ILC_LumA,0.6374,0.4184,0.9975,12.7536,4.321,1.051,16.9849,3.2105,5.3498,5.0245,64.2394,26.7367,100.0,1.796,2.296
EFNB3_EPHB3,IDC_Basal,1.9015,85.4923,47.6355,8.0101,4.321,15.951,20.1967,0.8255,14.3759,20.6803,3.4775,341.2664,100.0,0.851,42.412
EFNB3_EPHB3,IDC_Her2,0.2654,31.8996,6.1319,0.8777,4.321,15.951,49.9195,1.6308,4.5662,37.6776,5.3933,138.0712,100.0,0.6956,12.8011
EFNB3_EPHB3,IDC_LumA,1.5459,9.0742,8.5635,17.5714,4.321,15.951,42.0749,1.8805,18.6193,10.4166,21.3736,163.8137,100.0,1.546,12.5655
EFNB3_EPHB3,IDC_LumB,1.9053,10.4899,16.6622,21.8008,4.321,15.951,57.4598,0.202,13.725,1.7662,2.3109,119.9526,100.0,0.701,10.696
EFNB3_EPHB3,ILC_LumA,0.6374,16.7901,6.0332,4.095,4.321,15.951,38.8565,3.2105,11.396,30.3892,20.6261,177.3821,100.0,1.796,13.2397
EFNB3_EPHB4,IDC_Basal,1.9015,54.013,30.5537,12.0412,4.321,30.272,38.9131,0.8255,21.2865,13.2645,5.2275,336.1483,100.0,0.851,34.2801
EFNB3_EPHB4,IDC_Her2,0.2654,38.0026,3.4788,4.2032,4.321,30.272,45.116,1.6308,45.9157,21.3756,25.8265,289.9319,100.0,0.6956,40.6026
EFNB3_EPHB4,IDC_LumA,1.5459,23.432,11.0763,15.9965,4.321,30.272,39.9962,1.8805,33.8407,13.4731,19.4579,327.0449,100.0,1.546,27.7612
EFNB3_EPHB4,IDC_LumB,1.9053,21.7075,16.5714,26.4585,4.321,30.272,52.4089,0.202,34.6591,1.7566,2.8047,249.5869,100.0,0.701,28.6964
EFNB3_EPHB4,ILC_LumA,0.6374,20.9797,3.8134,6.5723,4.321,30.272,37.302,3.2105,36.158,19.2079,33.1044,350.6667,100.0,1.796,28.83
EGF_EGFR,IDC_Basal,1.3079,6.7179,7.4581,9.0299,4.3908,21.3113,79.4264,0.3241,8.1337,1.848,2.2375,117.8116,100.0,0.451,7.771
EGF_EGFR,IDC_Her2,2.504,6.609,12.7788,5.3319,4.3908,21.3113,72.2562,1.3319,2.7576,6.7971,2.8361,129.5025,100.0,1.2458,2.8911
EGF_EGFR,IDC_LumA,1.9625,0.026,0.0379,15.8678,4.3908,21.3113,69.3021,1.8251,10.9174,0.0352,14.757,135.0226,100.0,1.791,1.8759
EGF_EGFR,IDC_LumB,1.0564,0.371,0.3556,3.0128,4.3908,21.3113,84.9097,3.6761,3.1431,1.2375,10.4844,110.2036,100.0,1.7458,0.9109
EGF_EGFR,ILC_LumA,3.5926,0.7177,1.8322,23.8892,4.3908,21.3113,66.4902,1.0878,9.3582,0.5548,7.2336,140.7327,100.0,1.7159,3.3959
EREG_EGFR,IDC_Basal,0.2206,6.7179,13.616,16.4857,0.141,21.3113,27.6076,0.3099,8.1337,19.1295,23.1613,10.8844,100.0,0.081,7.771
EREG_EGFR,IDC_Her2,0.0091,6.609,0.8547,0.3566,0.141,21.3113,42.6048,0.4231,2.7576,39.643,16.5409,7.053,100.0,0.051,2.8911
EREG_EGFR,IDC_LumA,0.0,0.026,0.0,0.0,0.141,21.3113,26.0792,0.7783,10.9174,0.176,73.7448,11.5222,100.0,0.0457,1.8759
EREG_EGFR,IDC_LumB,0.0,0.371,0.0,0.0,0.141,21.3113,63.2949,0.4959,3.1431,3.8749,32.8302,4.7475,100.0,0.031,0.9109
EREG_EGFR,ILC_LumA,0.2839,0.7177,2.4885,32.4469,0.141,21.3113,36.7021,0.2305,9.3582,2.0203,26.3422,8.1873,100.0,0.041,3.3959
EREG_ERBB4,IDC_Basal,0.2206,0.1196,4.65,7.3715,0.141,2.8611,71.0891,0.3099,0.1896,6.5329,10.3565,0.5675,100.0,0.081,0.081
EREG_ERBB4,IDC_Her2,0.0091,5.1924,1.789,0.0,0.141,2.8611,15.2376,0.4231,0.0,82.9735,0.0,2.6475,100.0,0.051,1.2509
EREG_ERBB4,IDC_LumA,0.0,7.2169,0.0,0.0,0.141,2.8611,4.7993,0.7783,3.0648,66.8228,28.3779,8.4057,100.0,0.0457,5.0308
EREG_ERBB4,IDC_LumB,0.0,7.855,0.0,0.0,0.141,2.8611,8.7516,0.4959,0.6271,84.5023,6.7461,4.6096,100.0,0.031,3.2857
EREG_ERBB4,ILC_LumA,0.2839,10.2138,44.3287,7.4592,0.141,2.8611,6.1678,0.2305,1.7187,35.9885,6.0558,6.5407,100.0,0.041,3.8659
F7_F3,IDC_Basal,0.0166,2.5064,0.2265,1.2999,0.361,35.2422,69.1132,0.32,14.3866,4.3562,25.0042,18.4097,100.0,0.071,5.2609
F7_F3,IDC_Her2,3.8427,5.935,35.751,39.7503,0.361,35.2422,19.9454,0.2317,6.5989,2.1561,2.3972,63.792,100.0,1.2691,6.1207
F7_F3,IDC_LumA,1.3948,2.4924,2.0975,23.561,0.361,35.2422,7.677,3.6239,27.9964,5.4496,61.2149,165.736,100.0,1.946,7.7061
F7_F3,IDC_LumB,1.7839,2.9166,9.0332,20.9309,0.361,35.2422,22.0905,2.8544,6.7581,14.4539,33.4914,57.5973,100.0,1.6709,3.7811
F7_F3,ILC_LumA,4.3998,13.455,23.5744,25.5867,0.361,35.2422,5.0668,4.0965,14.6035,21.9493,23.8228,251.1162,100.0,4.5808,13.2406
F8_LRP1,IDC_Basal,3.8601,12.081,2.586,10.9011,12.4814,94.0359,65.0848,6.133,50.9265,4.1086,17.3195,1803.3412,100.0,5.201,24.7816
F8_LRP1,IDC_Her2,6.0847,16.5063,5.7298,18.1963,12.4814,94.0359,66.9592,2.318,52.4197,2.1828,6.9319,1752.8603,100.0,3.5157,30.7305
F8_LRP1,IDC_LumA,5.8562,13.1115,2.6188,26.5984,12.4814,94.0359,40.0313,6.1637,133.1683,2.7564,27.9951,2931.9591,100.0,5.9608,38.9351
F8_LRP1,IDC_LumB,6.0007,7.6548,1.6362,33.5674,12.4814,94.0359,41.8067,3.9188,157.0459,1.0685,21.9213,2807.4463,100.0,4.9458,24.701
F8_LRP1,ILC_LumA,4.0901,18.3317,2.3933,18.9615,12.4814,94.0359,37.4633,7.8876,145.2406,4.6153,36.5666,3132.9305,100.0,6.006,59.2195
FASLG_FAS,IDC_Basal,0.0,1.5428,0.0,0.0,0.321,10.8212,3.0776,3.1305,33.3991,4.2794,92.643,112.8572,100.0,0.551,7.1112
FASLG_FAS,IDC_Her2,0.0,2.6515,0.0,0.0,0.321,10.8212,10.8204,2.0285,11.4606,16.756,72.4237,32.0996,100.0,0.5409,6.2307
FASLG_FAS,IDC_LumA,0.0,1.3971,0.0,0.0,0.321,10.8212,11.1773,1.117,23.3137,5.0219,83.8008,31.0745,100.0,0.2959,6.1663
FASLG_FAS,IDC_LumB,0.0,1.1154,0.0,0.0,0.321,10.8212,6.1026,2.1108,24.2026,4.1366,89.7609,56.9152,100.0,0.361,4.8009
FASLG_FAS,ILC_LumA,0.0,1.3579,0.0,0.0,0.321,10.8212,8.923,1.4628,22.8778,5.1029,85.9741,38.9253,100.0,0.481,7.7812
FASLG_TNFRSF6B,IDC_Basal,0.0,0.0,0.0,0.0,0.321,0.361,0.6592,3.1305,5.5787,0.0,99.3408,17.5797,100.0,0.551,1.001
FASLG_TNFRSF6B,IDC_Her2,0.0,0.0,0.0,0.0,0.321,0.361,1.0147,2.0285,5.5728,0.0,98.9853,11.4202,100.0,0.5409,1.006
FASLG_TNFRSF6B,IDC_LumA,0.0,0.0,0.0,0.0,0.321,0.361,2.6802,1.117,3.7671,0.0,97.3198,4.3236,100.0,0.2959,0.781
FASLG_TNFRSF6B,IDC_LumB,0.0,0.1016,0.0,0.0,0.321,0.361,3.4871,2.1108,1.4178,6.4536,90.0592,3.3231,100.0,0.361,0.381
FASLG_TNFRSF6B,ILC_LumA,0.0,0.0,0.0,0.0,0.321,0.361,1.3182,1.4628,5.9302,0.0,98.6818,8.7906,100.0,0.481,1.466
FGF10_FGFR2,IDC_Basal,0.0,12.7914,0.0,0.0,8.2811,18.161,91.0543,0.7117,7.9706,5.5114,3.4343,165.169,100.0,0.141,9.0813
FGF10_FGFR2,IDC_Her2,0.0,4.3033,0.0,0.0,8.2811,18.161,95.111,1.2872,1.7023,3.5032,1.3858,158.1241,100.0,0.356,1.6558
FGF10_FGFR2,IDC_LumA,3.6673,10.7607,14.1065,10.6287,8.2811,18.161,53.7598,3.1884,8.1078,12.2643,9.2407,279.7508,100.0,1.6408,9.6304
FGF10_FGFR2,IDC_LumB,0.4513,11.0078,1.9654,1.7562,8.2811,18.161,59.5051,4.4589,9.8363,19.42,17.3533,252.7404,100.0,0.5458,9.8151
FGF10_FGFR2,ILC_LumA,1.5242,14.5495,10.0469,5.7162,8.2811,18.161,68.137,1.5567,8.2779,10.2616,5.8383,220.7222,100.0,1.311,10.7614
FGF18_FGFR1,IDC_Basal,0.0201,26.9427,0.8634,0.45,0.431,76.6331,52.6768,0.7039,14.0417,30.2463,15.7635,62.6975,100.0,0.211,19.4811
FGF18_FGFR1,IDC_Her2,0.1093,19.9765,2.7759,3.2001,0.431,76.6331,41.9739,0.9523,23.0289,24.1778,27.8723,78.6847,100.0,0.376,23.0853
FGF18_FGFR1,IDC_LumA,0.2709,29.88,4.8528,6.5816,0.431,76.6331,19.797,1.6295,40.5248,29.1856,39.5831,166.8288,100.0,0.681,32.3457
FGF18_FGFR1,IDC_LumB,0.056,55.2273,2.247,0.5358,0.431,76.6331,23.9985,1.4732,13.1693,59.1209,14.0978,137.6212,100.0,0.4009,25.4254
FGF18_FGFR1,ILC_LumA,0.3036,18.1265,2.2562,7.7997,0.431,76.6331,13.5404,2.3067,62.6637,17.1423,59.2614,243.9152,100.0,1.071,35.2805
FGF18_FGFR2,IDC_Basal,0.0201,12.7914,1.1244,0.7006,0.431,18.161,34.2424,0.7039,7.9706,39.3887,24.5438,22.8575,100.0,0.211,9.0813
FGF18_FGFR2,IDC_Her2,0.1093,4.3033,3.3128,1.3105,0.431,18.161,55.1078,0.9523,1.7023,28.8546,11.4143,14.203,100.0,0.376,1.6558
FGF18_FGFR2,IDC_LumA,0.2709,10.7607,6.6739,5.0285,0.431,18.161,17.9165,1.6295,8.1078,40.1383,30.2428,43.6858,100.0,0.681,9.6304
FGF18_FGFR2,IDC_LumB,0.056,11.0078,1.5524,1.3872,0.431,18.161,19.7141,1.4732,9.8363,40.8467,36.4996,39.7024,100.0,0.4009,9.8151
FGF18_FGFR2,ILC_LumA,0.3036,14.5495,6.5524,3.728,0.431,18.161,11.6103,2.3067,8.2779,49.7846,28.3248,67.4138,100.0,1.071,10.7614
FGF18_FGFR3,IDC_Basal,0.0201,2.5657,1.5425,0.8746,0.431,1.001,12.9082,0.7039,1.4548,54.0359,30.6388,3.342,100.0,0.211,1.401
FGF18_FGFR3,IDC_Her2,0.1093,2.8654,5.6498,3.8477,0.431,1.001,7.7796,0.9523,1.9514,49.2095,33.5133,5.5452,100.0,0.376,2.0941
FGF18_FGFR3,IDC_LumA,0.2709,14.1789,12.9252,1.1246,0.431,1.001,1.4514,1.6295,1.2336,77.7354,6.7634,29.7225,100.0,0.681,5.4159
FGF18_FGFR3,IDC_LumB,0.056,15.1706,3.5126,0.0836,0.431,1.001,1.7839,1.4732,0.361,92.4205,2.1994,24.1828,100.0,0.4009,4.648
FGF18_FGFR3,ILC_LumA,0.3036,23.0873,11.0461,0.5056,0.431,1.001,0.6798,2.3067,1.0567,83.9273,3.8412,63.4547,100.0,1.071,4.8984
FGF18_FGFR4,IDC_Basal,0.0201,3.6111,1.5015,0.9543,0.431,1.291,11.5148,0.7039,2.295,52.5993,33.43,4.8321,100.0,0.211,2.481
FGF18_FGFR4,IDC_Her2,0.1093,19.4283,5.9922,4.1449,0.431,1.291,1.5695,0.9523,13.439,52.1914,36.102,35.4508,100.0,0.376,16.7211
FGF18_FGFR4,IDC_LumA,0.2709,1.2683,3.4086,10.0613,0.431,1.291,5.5191,1.6295,3.7437,20.5,60.511,10.0814,100.0,0.681,1.6909
FGF18_FGFR4,IDC_LumB,0.056,2.1525,1.1422,2.3262,0.431,1.291,5.2731,1.4732,4.3837,30.0533,61.2052,10.5518,100.0,0.4009,1.951
FGF18_FGFR4,ILC_LumA,0.3036,13.2008,10.8968,0.558,0.431,1.291,1.5128,2.3067,0.676,82.7928,4.2396,36.7792,100.0,1.071,2.4808
FGF1_FGFR1,IDC_Basal,1.2724,26.9427,2.3096,1.2037,16.2605,76.6331,83.9526,4.5393,14.0417,8.2397,4.2943,1484.2781,100.0,2.371,19.4811
FGF1_FGFR1,IDC_Her2,2.3589,19.9765,3.1375,3.6169,16.2605,76.6331,82.9653,3.5903,23.0289,4.7753,5.505,1501.9407,100.0,2.785,23.0853
FGF1_FGFR1,IDC_LumA,1.6259,29.88,2.0315,2.7552,16.2605,76.6331,52.1075,14.6414,40.5248,18.2942,24.8116,2391.3857,100.0,5.1398,32.3457
FGF1_FGFR1,IDC_LumB,1.0258,55.2273,3.0877,0.7363,16.2605,76.6331,67.9146,7.5813,13.1693,22.8199,5.4415,1834.7897,100.0,2.3905,25.4254
FGF1_FGFR1,ILC_LumA,1.4681,18.1265,1.2451,4.3043,16.2605,76.6331,58.3014,9.5634,62.6637,8.1106,28.0386,2137.3262,100.0,4.4058,35.2805
FGF1_FGFR2,IDC_Basal,1.2724,12.7914,3.9127,2.4381,16.2605,18.161,70.9926,4.5393,7.9706,13.9588,8.698,415.9679,100.0,2.371,9.0813
FGF1_FGFR2,IDC_Her2,2.3589,4.3033,3.0665,1.2131,16.2605,18.161,89.2068,3.5903,1.7023,4.6673,1.8463,331.0355,100.0,2.785,1.6558
FGF1_FGFR2,IDC_LumA,1.6259,10.7607,2.9051,2.1889,16.2605,18.161,49.0342,14.6414,8.1078,26.1607,19.7112,602.2453,100.0,5.1398,9.6304
FGF1_FGFR2,IDC_LumB,1.0258,11.0078,2.3787,2.1255,16.2605,18.161,62.2072,7.5813,9.8363,17.5798,15.7089,474.7142,100.0,2.3905,9.8151
FGF1_FGFR2,ILC_LumA,1.4681,14.5495,3.9041,2.2212,16.2605,18.161,53.974,9.5634,8.2779,25.4315,14.4692,547.1268,100.0,4.4058,10.7614
FGF1_FGFR3,IDC_Basal,1.2724,2.5657,8.2351,4.6694,16.2605,1.001,41.0579,4.5393,1.4548,29.3793,16.6583,39.6422,100.0,2.371,1.401
FGF1_FGFR3,IDC_Her2,2.3589,2.8654,15.0429,10.2447,16.2605,1.001,36.2239,3.5903,1.9514,22.8957,15.5927,44.9324,100.0,2.785,2.0941
FGF1_FGFR3,IDC_LumA,1.6259,14.1789,8.6343,0.7512,16.2605,1.001,6.096,14.6414,1.2336,77.7535,6.765,266.9976,100.0,5.1398,5.4159
FGF1_FGFR3,IDC_LumB,1.0258,15.1706,10.3776,0.247,16.2605,1.001,10.8538,7.5813,0.361,76.6964,1.8252,149.959,100.0,2.3905,4.648
FGF1_FGFR3,ILC_LumA,1.4681,23.0873,11.9929,0.5489,16.2605,1.001,5.7591,9.5634,1.0567,78.1236,3.5755,282.6197,100.0,4.4058,4.8984
FGF1_FGFR4,IDC_Basal,1.2724,3.6111,8.306,5.2789,16.2605,1.291,37.95,4.5393,2.295,29.6321,18.833,55.3172,100.0,2.371,2.481
FGF1_FGFR4,IDC_Her2,2.3589,19.4283,21.1657,14.6408,16.2605,1.291,9.6952,3.5903,13.439,32.2147,22.2836,216.5294,100.0,2.785,16.7211
FGF1_FGFR4,IDC_LumA,1.6259,1.2683,2.0113,5.9369,16.2605,1.291,20.4761,14.6414,3.7437,18.1124,53.4633,102.5236,100.0,5.1398,1.6909
FGF1_FGFR4,IDC_LumB,1.0258,2.1525,2.8583,5.8211,16.2605,1.291,27.1749,7.5813,4.3837,21.1245,43.0212,77.2509,100.0,2.3905,1.951
FGF1_FGFR4,ILC_LumA,1.4681,13.2008,11.1332,0.5701,16.2605,1.291,12.0597,9.5634,0.676,72.5233,3.7137,174.0742,100.0,4.4058,2.4808
FGF2_FGFR1,IDC_Basal,1.4466,26.9427,4.9097,2.5588,8.9611,76.6331,86.5035,1.1676,14.0417,3.9627,2.0653,793.8574,100.0,0.911,19.4811
FGF2_FGFR1,IDC_Her2,0.0378,19.9765,0.1041,0.12,8.9611,76.6331,94.7261,0.8513,23.0289,2.3457,2.7041,724.9473,100.0,0.331,23.0853
FGF2_FGFR1,IDC_LumA,0.3677,29.88,1.2688,1.7208,8.9611,76.6331,79.3129,2.1764,40.5248,7.5109,10.1866,865.8286,100.0,0.7609,32.3457
FGF2_FGFR1,IDC_LumB,0.175,55.2273,1.2549,0.2992,8.9611,76.6331,89.1904,1.0419,13.1693,7.4733,1.7821,769.9415,100.0,0.351,25.4254
FGF2_FGFR1,ILC_LumA,0.7594,18.1265,1.3704,4.7377,8.9611,76.6331,68.3661,3.1736,62.6637,5.7271,19.7987,1004.4656,100.0,1.766,35.2805
FGF2_FGFR2,IDC_Basal,1.4466,12.7914,8.5267,5.3131,8.9611,18.161,74.9898,1.1676,7.9706,6.882,4.2883,217.0186,100.0,0.911,9.0813
FGF2_FGFR2,IDC_Her2,0.0378,4.3033,0.0967,0.0383,8.9611,18.161,96.8234,0.8513,1.7023,2.1794,0.8621,168.081,100.0,0.331,1.6558
FGF2_FGFR2,IDC_LumA,0.3677,10.7607,1.8772,1.4144,8.9611,18.161,77.2223,2.1764,8.1078,11.1129,8.3731,210.7444,100.0,0.7609,9.6304
FGF2_FGFR2,IDC_LumB,0.175,11.0078,1.0238,0.9148,8.9611,18.161,86.5162,1.0419,9.8363,6.097,5.4481,188.1056,100.0,0.351,9.8151
FGF2_FGFR2,ILC_LumA,0.7594,14.5495,4.3755,2.4894,8.9611,18.161,64.4463,3.1736,8.2779,18.2854,10.4034,252.5231,100.0,1.766,10.7614
FGF2_FGFR3,IDC_Basal,1.4466,2.5657,19.0535,10.8035,8.9611,1.001,46.0451,1.1676,1.4548,15.3783,8.7196,19.4804,100.0,0.911,1.401
FGF2_FGFR3,IDC_Her2,0.0378,2.8654,0.8169,0.5563,8.9611,1.001,67.6861,0.8513,1.9514,18.4058,12.5349,13.252,100.0,0.331,2.0941
FGF2_FGFR3,IDC_LumA,0.3677,14.1789,10.8195,0.9414,8.9611,1.001,18.617,2.1764,1.2336,64.0494,5.5726,48.1804,100.0,0.7609,5.4159
FGF2_FGFR3,IDC_LumB,0.175,15.1706,9.5234,0.2266,8.9611,1.001,32.1853,1.0419,0.361,56.7149,1.3497,27.8692,100.0,0.351,4.648
FGF2_FGFR3,ILC_LumA,0.7594,23.0873,16.8701,0.7721,8.9611,1.001,8.6307,3.1736,1.0567,70.5004,3.2267,103.9289,100.0,1.766,4.8984
FGF2_FGFR4,IDC_Basal,1.4466,3.6111,19.3413,12.2926,8.9611,1.291,42.834,1.1676,2.295,15.6106,9.9215,27.0091,100.0,0.911,2.481
FGF2_FGFR4,IDC_Her2,0.0378,19.4283,1.7995,1.2447,8.9611,1.291,28.3631,0.8513,13.439,40.5461,28.0466,40.7891,100.0,0.331,16.7211
FGF2_FGFR4,IDC_LumA,0.3677,1.2683,1.9173,5.6594,8.9611,1.291,47.5706,2.1764,3.7437,11.3501,33.5026,24.3198,100.0,0.7609,1.6909
FGF2_FGFR4,IDC_LumB,0.175,2.1525,1.929,3.9284,8.9611,1.291,59.26,1.0419,4.3837,11.4875,23.3951,19.5225,100.0,0.351,1.951
FGF2_FGFR4,ILC_LumA,0.7594,13.2008,15.1556,0.7761,8.9611,1.291,17.4899,3.1736,0.676,63.3352,3.2432,66.147,100.0,1.766,2.4808
FGF2_SDC2,IDC_Basal,1.4466,60.2951,9.3863,7.4934,8.9611,72.0696,69.4965,1.1676,48.1357,7.5758,6.048,929.2847,100.0,0.911,59.5323
FGF2_SDC2,IDC_Her2,0.0378,27.1976,0.1477,0.1564,8.9611,72.0696,92.8444,0.8513,28.7888,3.3284,3.5231,695.5943,100.0,0.331,26.2164
FGF2_SDC2,IDC_LumA,0.3677,45.4917,1.853,2.2584,8.9611,72.0696,71.5501,2.1764,55.446,10.9691,13.3694,902.6129,100.0,0.7609,47.6499
FGF2_SDC2,IDC_LumB,0.175,22.7919,0.5215,1.7128,8.9611,72.0696,84.4598,1.0419,74.8617,3.1055,10.2004,764.6488,100.0,0.351,39.9217
FGF2_SDC2,ILC_LumA,0.7594,16.336,1.2908,5.043,8.9611,72.0696,67.1971,3.1736,63.8215,5.3944,21.0747,961.0834,100.0,1.766,35.4128
FGF2_SDC4,IDC_Basal,1.4466,103.8876,10.5119,4.9236,8.9611,115.0417,72.1062,1.1676,48.6596,8.4843,3.9739,1429.6912,100.0,0.911,75.3534
FGF2_SDC4,IDC_Her2,0.0378,149.5919,0.4656,0.1745,8.9611,115.0417,84.9362,0.8513,56.0636,10.4916,3.932,1213.7304,100.0,0.331,90.585
FGF2_SDC4,IDC_LumA,0.3677,180.3836,3.9708,1.5603,8.9611,115.0417,61.7257,2.1764,70.8791,23.5066,9.2366,1670.1256,100.0,0.7609,119.5525
FGF2_SDC4,IDC_LumB,0.175,212.5752,2.747,0.6825,8.9611,115.0417,76.1464,1.0419,52.8174,16.3593,4.0647,1353.8349,100.0,0.351,115.7846
FGF2_SDC4,ILC_LumA,0.7594,195.4747,6.9917,2.9418,8.9611,115.0417,48.5543,3.1736,82.2455,29.2186,12.2936,2123.1818,100.0,1.766,127.9823
FGF7_FGFR2,IDC_Basal,0.7033,12.7914,1.6366,1.0198,15.991,18.161,52.8366,11.7825,7.9706,27.4206,17.0863,549.6423,100.0,3.161,9.0813
FGF7_FGFR2,IDC_Her2,0.0564,4.3033,0.0642,0.0254,15.991,18.161,76.9072,14.4636,1.7023,16.4828,6.5203,377.6142,100.0,3.4661,1.6558
FGF7_FGFR2,IDC_LumA,0.3615,10.7607,0.4831,0.364,15.991,18.161,36.0639,26.9253,8.1078,35.9797,27.1094,805.2724,100.0,4.706,9.6304
FGF7_FGFR2,IDC_LumB,0.0169,11.0078,0.022,0.0197,15.991,18.161,34.3173,26.6499,9.8363,34.6651,30.9759,846.2574,100.0,2.441,9.8151
FGF7_FGFR2,ILC_LumA,0.8081,14.5495,1.6466,0.9368,15.991,18.161,40.67,17.7511,8.2779,36.1686,20.578,714.0716,100.0,5.191,10.7614
FLT3LG_FLT3,IDC_Basal,0.9284,0.0,0.0,4.0571,7.1811,0.391,10.7615,19.4922,1.1401,0.0,85.1813,26.0898,100.0,4.7011,0.231
FLT3LG_FLT3,IDC_Her2,0.8865,0.9655,3.2116,1.7653,7.1811,0.391,10.5352,15.0489,0.5307,54.5199,29.968,26.6504,100.0,3.9356,0.4909
FLT3LG_FLT3,IDC_LumA,1.6105,1.6976,4.4386,4.4793,7.1811,0.391,4.5582,15.6252,1.7132,43.0646,43.4594,61.5959,100.0,5.0006,1.3307
FLT3LG_FLT3,IDC_LumB,1.4782,0.7739,2.7257,4.8614,7.1811,0.391,6.6899,16.7015,1.3802,30.7964,54.9266,41.9686,100.0,4.5009,0.466
FLT3LG_FLT3,ILC_LumA,1.814,0.7676,1.3707,4.7168,7.1811,0.391,2.7639,27.1605,2.6414,20.5239,70.6247,101.5823,100.0,8.2558,1.3946
FN1_ITGA2,IDC_Basal,359.9862,2.4759,6.7524,10.8699,113.0482,9.6008,8.2225,1514.8381,3.9857,28.4143,45.7409,13199.8035,100.0,733.7272,3.0009
FN1_ITGA2,IDC_Her2,1251.6781,12.9781,50.9563,2.1769,113.0482,9.6008,3.4046,1023.8521,0.5544,41.6814,1.7807,31879.1479,100.0,1387.7192,3.721
FN1_ITGA2,IDC_LumA,609.0992,4.8608,5.6618,14.8847,113.0482,9.6008,2.0755,2293.8752,12.779,21.3222,56.0558,52293.2884,100.0,1201.8157,8.0255
FN1_ITGA2,IDC_LumB,190.9252,4.2773,0.7537,0.992,113.0482,9.6008,1.0016,10636.7101,5.63,41.9873,55.2654,108357.5412,100.0,1004.9444,4.5961
FN1_ITGA2,ILC_LumA,334.1353,4.2025,6.9376,12.0558,113.0482,9.6008,5.3623,1330.743,7.3028,27.6302,48.014,20240.2664,100.0,758.2869,6.18
FN1_ITGA2B,IDC_Basal,359.9862,0.7151,14.4443,4.3537,113.0482,0.331,2.0995,1514.8381,0.2155,60.7821,18.3204,1782.2248,100.0,733.7272,0.391
FN1_ITGA2B,IDC_Her2,1251.6781,0.6207,28.8056,25.4372,113.0482,0.331,1.3874,1023.8521,0.5481,23.5625,20.8072,2697.0172,100.0,1387.7192,0.3957
FN1_ITGA2B,IDC_LumA,609.0992,0.4346,14.0562,6.5087,113.0482,0.331,1.9871,2293.8752,0.2012,52.9359,24.512,1883.046,100.0,1201.8157,0.231
FN1_ITGA2B,IDC_LumB,190.9252,0.8847,1.135,0.6239,113.0482,0.331,0.2514,10636.7101,0.4863,63.2323,34.7573,14881.3294,100.0,1004.9444,0.536
FN1_ITGA2B,ILC_LumA,334.1353,0.5929,15.5803,3.8988,113.0482,0.331,2.9425,1330.743,0.1484,62.0508,15.5276,1271.6402,100.0,758.2869,0.231
