lr,t,c_l,c_r,cc,cs,n_l,n_r,nn,s_l,s_r,sc,ss,sum,sum_pct,t_l,t_r
EREG_EGFR,IDC_Basal,0.2206,6.7179,13.616,16.4857,0.141,21.3113,27.6076,0.3099,8.1337,19.1295,23.1613,10.8844,100.0,0.081,7.771
EREG_EGFR,IDC_Her2,0.0091,6.609,0.8547,0.3566,0.141,21.3113,42.6048,0.4231,2.7576,39.643,16.5409,7.053,100.0,0.051,2.8911
EREG_EGFR,IDC_LumA,0.0,0.026,0.0,0.0,0.141,21.3113,26.0792,0.7783,10.9174,0.176,73.7448,11.5222,100.0,0.0457,1.8759
EREG_EGFR,IDC_LumB,0.0,0.371,0.0,0.0,0.141,21.3113,63.2949,0.4959,3.1431,3.8749,32.8302,4.7475,100.0,0.031,0.9109
EREG_EGFR,ILC_LumA,0.2839,0.7177,2.4885,32.4469,0.141,21.3113,36.7021,0.2305,9.3582,2.0203,26.3422,8.1873,100.0,0.041,3.3959
EREG_ERBB4,IDC_Basal,0.2206,0.1196,4.65,7.3715,0.141,2.8611,71.0891,0.3099,0.1896,6.5329,10.3565,0.5675,100.0,0.081,0.081
EREG_ERBB4,IDC_Her2,0.0091,5.1924,1.789,0.0,0.141,2.8611,15.2376,0.4231,0.0,82.9735,0.0,2.6475,100.0,0.051,1.2509
EREG_ERBB4,IDC_LumA,0.0,7.2169,0.0,0.0,0.141,2.8611,4.7993,0.7783,3.0648,66.8228,28.3779,8.4057,100.0,0.0457,5.0308
EREG_ERBB4,IDC_LumB,0.0,7.855,0.0,0.0,0.141,2.8611,8.7516,0.4959,0.6271,84.5023,6.7461,4.6096,100.0,0.031,3.2857
EREG_ERBB4,ILC_LumA,0.2839,10.2138,44.3287,7.4592,0.141,2.8611,6.1678,0.2305,1.7187,35.9885,6.0558,6.5407,100.0,0.041,3.8659
ADAM15_ITGAV,IDC_Basal,146.4007,11.4796,14.5067,41.0088,55.6734,23.1207,11.1108,88.0103,32.4515,8.7208,24.6528,11585.1481,100.0,122.7007,18.0409
ADAM15_ITGAV,IDC_Her2,69.6736,38.9106,17.6159,7.5004,55.6734,23.1207,8.3641,184.5289,16.567,46.6552,19.8645,15389.7655,100.0,103.4938,23.7688
ADAM15_ITGAV,IDC_LumA,58.3839,18.983,10.0823,21.7079,55.6734,23.1207,11.7099,103.7641,40.8716,17.919,38.5809,10992.5058,100.0,79.9818,27.8152
ADAM15_ITGAV,IDC_LumB,61.9616,16.0962,9.9138,20.7449,55.6734,23.1207,12.7951,114.2801,33.6816,18.2848,38.2613,10060.1312,100.0,76.4264,22.2002
ADAM15_ITGAV,ILC_LumA,105.6988,25.1547,24.6316,23.4135,55.6734,23.1207,11.9248,88.0658,23.9108,20.5225,19.5076,10794.3735,100.0,87.8883,25.4395
AGRN_ATP1A3,IDC_Basal,34.3221,0.1914,9.4168,31.4095,26.7209,0.081,3.103,47.1379,0.6385,12.933,43.1377,69.7738,100.0,40.4201,0.251
AGRN_ATP1A3,IDC_Her2,25.0606,0.936,26.3282,11.4116,26.7209,0.081,2.43,39.7294,0.4057,41.7389,18.0913,89.0964,100.0,31.577,0.3709
AGRN_ATP1A3,IDC_LumA,28.4562,1.1968,36.4646,0.0,26.7209,0.081,2.3182,47.7726,0.0,61.2172,0.0,93.3953,100.0,36.5247,0.291
AGRN_ATP1A3,IDC_LumB,21.7595,2.4167,37.5192,0.0,26.7209,0.081,1.5447,35.3403,0.0,60.9361,0.0,140.1579,100.0,26.7859,0.481
AGRN_ATP1A3,ILC_LumA,37.7171,0.1216,5.9224,35.8445,26.7209,0.081,2.795,50.0628,0.7362,7.861,47.5772,77.462,100.0,46.2698,0.301
AGRN_LRP4,IDC_Basal,34.3221,1.811,24.9989,3.4112,26.7209,3.0309,32.5718,47.1379,0.2471,34.3333,4.6849,248.6451,100.0,40.4201,0.701
AGRN_LRP4,IDC_Her2,25.0606,1.819,19.4246,5.9069,26.7209,3.0309,34.5097,39.7294,0.5532,30.7945,9.3644,234.6821,100.0,31.577,0.806
AGRN_LRP4,IDC_LumA,28.4562,0.8291,8.2904,18.4155,26.7209,3.0309,28.4599,47.7726,1.8416,13.918,30.9162,284.5687,100.0,36.5247,1.016
AGRN_LRP4,IDC_LumB,21.7595,1.1404,13.2706,8.3325,26.7209,3.0309,43.3107,35.3403,0.7161,21.5532,13.533,186.9934,100.0,26.7859,0.761
AGRN_LRP4,ILC_LumA,37.7171,0.6063,6.7838,25.8602,26.7209,3.0309,24.027,50.0628,2.3111,9.0043,34.3248,337.071,100.0,46.2698,1.266
AMH_ACVR1,IDC_Basal,0.5989,10.0326,16.4521,27.0084,0.141,21.4415,8.2778,0.6651,16.4699,18.2696,29.9922,36.5228,100.0,0.281,11.8713
AMH_ACVR1,IDC_Her2,1.3916,18.8133,30.7813,23.9183,0.141,21.4415,3.5545,1.0621,14.6187,23.4919,18.2541,85.056,100.0,0.8298,16.5218
AMH_ACVR1,IDC_LumA,1.2968,10.1024,18.4466,55.1293,0.141,21.4415,4.2571,0.3907,30.1919,5.5576,16.6094,71.0179,100.0,0.456,17.3456
AMH_ACVR1,IDC_LumB,0.9394,10.1332,15.213,32.5588,0.141,21.4415,4.8317,0.932,21.6871,15.0935,32.303,62.5716,100.0,0.741,13.9114
AMH_ACVR1,ILC_LumA,3.0542,12.8643,33.8285,53.8152,0.141,21.4415,2.6031,0.3399,20.4648,3.7646,5.9887,116.143,100.0,0.7808,17.4602
APP_CD74,IDC_Basal,455.794,152.9161,0.5262,50.3076,437.1254,986.2694,3.2549,411.6572,14619.449,0.4753,45.4361,13245429.718,100.0,433.1131,1445.7476
APP_CD74,IDC_Her2,216.0675,189.573,0.7924,31.1121,437.1254,986.2694,8.3403,404.6805,7443.1943,1.4841,58.271,5169148.2131,100.0,293.3339,1173.0916
APP_CD74,IDC_LumA,252.686,324.8129,2.1218,34.8544,437.1254,986.2694,11.1454,354.5232,5335.5809,2.977,48.9014,3868166.6423,100.0,297.2226,1201.316
APP_CD74,IDC_LumB,187.4189,230.8423,0.6752,38.4348,437.1254,986.2694,6.7284,259.547,13140.1144,0.9351,53.2265,6407485.6867,100.0,223.2629,1274.9279
APP_CD74,ILC_LumA,292.639,347.2549,2.3407,41.3571,437.1254,986.2694,9.9305,310.5457,6135.4986,2.4839,43.8878,4341421.4493,100.0,330.7048,1572.3427
APP_TNFRSF21,IDC_Basal,455.794,24.8537,22.7918,20.4358,437.1254,20.1605,17.7307,411.6572,22.2845,20.5848,18.4569,49702.7903,100.0,433.1131,23.5214
APP_TNFRSF21,IDC_Her2,216.0675,10.4043,9.5756,12.1658,437.1254,20.1605,37.5383,404.6805,13.2185,17.9346,22.7857,23476.4466,100.0,293.3339,13.0087
APP_TNFRSF21,IDC_LumA,252.686,2.9047,2.9992,23.6293,437.1254,20.1605,36.0111,354.5232,22.8845,4.208,33.1524,24472.0474,100.0,297.2226,7.3707
APP_TNFRSF21,IDC_LumB,187.4189,4.2989,4.0101,19.5291,437.1254,20.1605,43.8624,259.547,20.9356,5.5534,27.0449,20091.6132,100.0,223.2629,8.7653
APP_TNFRSF21,ILC_LumA,292.639,4.5949,6.516,21.2809,437.1254,20.1605,42.7053,310.5457,15.0067,6.9147,22.5831,20635.9852,100.0,330.7048,8.396
AREG_ERBB3,IDC_Basal,7.5073,76.4343,30.7995,8.0227,22.3816,43.6101,52.3902,1.6993,19.9097,6.9717,1.816,1863.0657,100.0,2.9709,39.6404
AREG_ERBB3,IDC_Her2,23.6702,126.8936,61.1839,15.9711,22.3816,43.6101,19.8826,0.9088,33.1236,2.3492,0.6132,4909.141,100.0,4.1105,62.4054
AREG_ERBB3,IDC_LumA,4.002,176.4169,2.7334,0.82,22.3816,43.6101,3.7789,104.3685,52.9219,71.2839,21.3839,25829.6302,100.0,19.5054,105.1351
AREG_ERBB3,IDC_LumB,3.9011,152.0862,5.8465,1.6406,22.3816,43.6101,9.6183,43.1916,42.6769,64.7306,18.1641,10147.9785,100.0,9.8779,94.0724
AREG_ERBB3,ILC_LumA,6.3442,257.2277,8.24,1.4725,22.3816,43.6101,4.9285,55.756,45.9678,72.4176,12.9414,19804.5448,100.0,18.7108,105.3758
ARTN_GFRA1,IDC_Basal,4.1138,0.9018,22.2331,28.6294,0.311,14.071,26.2269,1.853,1.1613,10.0147,12.8959,16.687,100.0,2.181,0.471
ARTN_GFRA1,IDC_Her2,2.0986,5.0995,59.7333,15.5141,0.311,14.071,24.428,0.0091,1.3245,0.2576,0.0669,17.9158,100.0,0.4309,1.096
ARTN_GFRA1,IDC_LumA,7.2615,64.8403,66.4561,23.8068,0.311,14.071,0.6177,0.7336,23.2279,6.7141,2.4052,708.4924,100.0,2.5509,52.2334
ARTN_GFRA1,IDC_LumB,5.0247,63.4273,67.1582,22.1027,0.311,14.071,0.9222,0.5526,20.8748,7.386,2.4308,474.5597,100.0,2.396,57.0241
ARTN_GFRA1,ILC_LumA,1.3782,177.8616,34.5504,2.1953,0.311,14.071,0.6168,2.3494,11.301,58.8954,3.7421,709.5071,100.0,1.5959,53.047
BGN_TLR2,IDC_Basal,126.107,1.5953,1.6604,19.5897,50.7576,5.011,2.0992,454.8767,18.8216,5.9892,70.6615,12116.2196,100.0,235.2743,5.5109
BGN_TLR2,IDC_Her2,166.9281,1.1843,3.7947,25.2903,50.7576,5.011,4.882,378.9854,7.8932,8.6153,57.4177,5209.8901,100.0,266.4092,3.003
BGN_TLR2,IDC_LumA,123.8109,1.3159,1.6422,10.7979,50.7576,5.011,2.5637,845.9306,8.6525,11.2205,73.7758,9921.1418,100.0,319.0857,3.511
BGN_TLR2,IDC_LumB,78.6333,0.3792,0.1609,7.8829,50.7576,5.011,1.3724,885.5142,18.5785,1.8118,88.772,18532.358,100.0,224.1623,2.9959
BGN_TLR2,ILC_LumA,162.5854,0.9935,2.0884,18.4782,50.7576,5.011,3.2884,601.9523,8.7906,7.7319,68.4132,7734.6687,100.0,353.043,3.856
BGN_TLR4,IDC_Basal,126.107,0.2036,0.3555,19.8953,50.7576,9.5407,6.7031,454.8767,11.3977,1.2822,71.7639,7224.4493,100.0,235.2743,2.3209
BGN_TLR4,IDC_Her2,166.9281,0.736,2.0143,26.1358,50.7576,9.5407,7.9392,378.9854,9.5502,4.5732,59.3375,6099.667,100.0,266.4092,3.4755
BGN_TLR4,IDC_LumA,123.8109,0.8357,0.8714,11.3753,50.7576,9.5407,4.0785,845.9306,10.9092,5.9536,77.7213,11873.7069,100.0,319.0857,3.301
BGN_TLR4,IDC_LumB,78.6333,0.4654,0.191,7.7587,50.7576,9.5407,2.5268,885.5142,18.9097,2.1504,87.3731,19164.73,100.0,224.1623,3.026
BGN_TLR4,ILC_LumA,162.5854,0.9981,1.834,18.2679,50.7576,9.5407,5.4733,601.9523,9.9412,6.7903,67.6345,8847.7455,100.0,353.043,4.236
BTLA_CD79A,IDC_Basal,0.0,0.0,0.0,0.0,0.541,4.1608,0.5393,3.2764,126.7075,0.0,99.4607,417.397,100.0,0.651,7.7511
BTLA_CD79A,IDC_Her2,0.0,0.0,0.0,0.0,0.541,4.1608,0.9782,2.2239,102.4722,0.0,99.0218,230.1376,100.0,0.5241,6.421
BTLA_CD79A,IDC_LumA,0.0,0.0,0.0,0.0,0.541,4.1608,6.0605,1.4787,23.5968,0.0,93.9395,37.1444,100.0,0.311,2.4208
BTLA_CD79A,IDC_LumB,0.0,0.0,0.0,0.0,0.541,4.1608,4.1149,1.7309,30.3045,0.0,95.8851,54.7066,100.0,0.3459,1.814
BTLA_CD79A,ILC_LumA,0.0,0.0,0.0,0.0,0.541,4.1608,2.6859,1.8989,42.9533,0.0,97.3141,83.8147,100.0,0.521,5.2039
C1QB_LRP1,IDC_Basal,14.3748,12.081,0.2524,1.0641,93.1181,94.0359,12.728,938.533,50.9265,16.481,69.4745,68796.8018,100.0,109.4099,24.7816
C1QB_LRP1,IDC_Her2,24.8896,16.5063,1.0264,3.2596,93.1181,94.0359,21.8763,428.7935,52.4197,17.6825,56.1552,40026.9896,100.0,107.6049,30.7305
C1QB_LRP1,IDC_LumA,22.0118,13.1115,0.5723,5.8123,93.1181,94.0359,17.3629,262.8913,133.1683,6.8347,69.4178,50432.0035,100.0,68.2047,38.9351
C1QB_LRP1,IDC_LumB,15.2898,7.6548,0.056,1.1479,93.1181,94.0359,4.1862,1201.5657,157.0459,4.3972,90.2127,209173.4198,100.0,90.7421,24.701
C1QB_LRP1,ILC_LumA,22.7244,18.3317,0.5843,4.6296,93.1181,94.0359,12.2825,359.5861,145.2406,9.2463,73.2573,71291.8621,100.0,106.4476,59.2195
C3_CD19,IDC_Basal,35.6464,0.0,0.0,1.8141,397.6835,0.181,0.9785,1910.1165,3.7437,0.0,97.2075,7356.2486,100.0,228.3495,0.531
C3_CD19,IDC_Her2,25.9161,0.0,0.0,2.6982,397.6835,0.181,2.0249,915.1246,3.7008,0.0,95.2768,3554.562,100.0,139.5463,0.5909
C3_CD19,IDC_LumA,41.5533,0.0,0.0,2.9847,397.6835,0.181,3.982,1295.2246,1.2984,0.0,93.0333,1807.5866,100.0,210.7516,0.191
C3_CD19,IDC_LumB,17.7303,0.0,0.0,0.9951,397.6835,0.181,3.3081,1705.116,1.2211,0.0,95.6968,2175.8134,100.0,123.8285,0.181
C3_CD19,ILC_LumA,55.1222,0.0,0.0,3.4254,397.6835,0.181,2.2818,1517.3619,1.9602,0.0,94.2927,3154.3784,100.0,322.1078,0.406
CD14_ITGA4,IDC_Basal,13.9575,0.2016,0.1302,7.9775,45.9027,2.121,4.5043,150.4397,12.354,1.4034,85.9846,2161.471,100.0,42.5622,2.5709
CD14_ITGA4,IDC_Her2,12.2516,0.6543,1.2204,14.2268,45.9027,2.121,14.8225,55.3053,7.6272,5.509,64.2214,656.8336,100.0,27.6997,2.8312
CD14_ITGA4,IDC_LumA,11.9197,0.6635,0.8701,12.809,45.9027,2.121,10.7114,65.8845,9.7674,4.8093,70.8002,908.9258,100.0,25.8466,2.5949
CD14_ITGA4,IDC_LumB,6.2955,0.7336,0.2546,3.2181,45.9027,2.121,5.3665,165.2603,9.2738,6.6829,84.4779,1814.1946,100.0,26.3166,2.5408
CD14_ITGA4,ILC_LumA,6.2501,0.4112,0.209,4.3209,45.9027,2.121,7.9168,120.8025,8.5018,4.0391,83.5143,1229.7752,100.0,30.8971,2.8511
CD14_ITGB1,IDC_Basal,13.9575,188.2173,3.2103,3.9731,45.9027,274.3647,15.3903,150.4397,232.9409,34.6021,42.8241,81831.3351,100.0,42.5622,212.5414
CD14_ITGB1,IDC_Her2,12.2516,186.5719,6.0553,6.0296,45.9027,274.3647,33.3626,55.3053,185.7805,27.3342,27.2183,37749.1002,100.0,27.6997,166.2718
CD14_ITGB1,IDC_LumA,11.9197,138.4399,3.5883,7.5362,45.9027,274.3647,27.3862,65.8845,290.7523,19.8339,41.6554,45987.0428,100.0,25.8466,202.2786
CD14_ITGB1,IDC_LumB,6.2955,132.9731,1.0019,2.1146,45.9027,274.3647,15.0734,165.2603,280.6384,26.3014,55.5087,83551.5313,100.0,26.3166,180.8438
CD14_ITGB1,ILC_LumA,6.2501,146.6359,1.5765,2.277,45.9027,274.3647,21.6642,120.8025,211.792,30.4713,44.0109,58133.2885,100.0,30.8971,179.3706
CDH1_IGF1R,IDC_Basal,71.5498,6.8604,18.5827,10.4487,76.5901,13.3512,38.7119,79.4991,3.8575,20.6472,11.6095,2641.487,100.0,75.4998,5.2209
CDH1_IGF1R,IDC_Her2,797.6945,21.4883,90.5988,0.6239,76.5901,13.3512,5.4048,29.4908,0.148,3.3494,0.0231,18919.7487,100.0,158.4408,3.8831
CDH1_IGF1R,IDC_LumA,179.9441,40.007,50.5842,15.9893,76.5901,13.3512,7.1851,70.9289,12.6459,19.9389,6.3025,14231.7824,100.0,121.5663,22.6934
CDH1_IGF1R,IDC_LumB,231.4699,28.793,54.6803,19.8971,76.5901,13.3512,8.3896,52.8659,10.4772,12.4886,4.5443,12188.486,100.0,124.9754,17.5391
CDH1_IGF1R,ILC_LumA,10.0548,35.0019,12.1274,3.0972,76.5901,13.3512,35.2368,32.7169,8.939,39.4609,10.0778,2901.9949,100.0,17.4941,18.6487
CEL_CXCR4,IDC_Basal,1.4635,38.5498,19.7086,58.9631,0.371,22.0517,2.8578,0.3436,115.3317,4.6272,13.8434,286.2568,100.0,0.621,62.7916
CEL_CXCR4,IDC_Her2,12.1921,36.2302,28.2965,71.1794,0.371,22.0517,0.524,0.0,91.1364,0.0,0.0,1561.0442,100.0,0.9476,51.2862
CEL_CXCR4,IDC_LumA,0.8008,11.1653,4.1947,55.1436,0.371,22.0517,3.8381,0.4969,146.7793,2.6031,34.2205,213.1414,100.0,0.411,35.6295
CEL_CXCR4,IDC_LumB,1.0521,12.1574,4.4659,73.1344,0.371,22.0517,2.8563,0.265,199.0893,1.1247,18.4186,286.4063,100.0,0.4158,36.7558
CEL_CXCR4,ILC_LumA,0.559,12.5057,3.5306,51.9183,0.371,22.0517,4.1317,0.4075,183.8998,2.5736,37.8458,197.9954,100.0,0.361,54.9482
CNTN4_PTPRG,IDC_Basal,1.611,2.407,7.4575,14.277,3.2009,10.5506,64.9494,0.987,4.6081,4.569,8.7471,51.9967,100.0,1.121,3.4711
CNTN4_PTPRG,IDC_Her2,0.7842,2.7916,4.4735,10.1854,3.2009,10.5506,69.0095,0.8737,6.3559,4.984,11.3476,48.9375,100.0,0.696,4.6758
CNTN4_PTPRG,IDC_LumA,1.3324,5.2767,6.1209,11.2791,3.2009,10.5506,29.402,4.0736,9.7235,18.7137,34.4843,114.8615,100.0,1.996,6.9808
CNTN4_PTPRG,IDC_LumB,0.6419,4.0476,3.9309,5.8797,3.2009,10.5506,51.0914,2.5583,6.0543,15.6658,23.4323,66.1003,100.0,0.9502,4.9609
CNTN4_PTPRG,ILC_LumA,1.7555,4.1744,8.2602,17.6363,3.2009,10.5506,38.067,2.4428,8.9129,11.4945,24.542,88.7161,100.0,2.001,6.2152
COL4A1_ITGAV,IDC_Basal,47.6747,11.4796,7.3745,20.8469,54.1084,23.1207,16.8571,92.7795,32.4515,14.3515,40.57,7421.3327,100.0,63.0096,18.0409
COL4A1_ITGAV,IDC_Her2,34.7383,38.9106,14.4375,6.1471,54.1084,23.1207,13.3623,111.4703,16.567,46.3279,19.7251,9362.3332,100.0,69.6379,23.7688
COL4A1_ITGAV,IDC_LumA,46.0851,18.983,9.5897,20.6473,54.1084,23.1207,13.7135,85.4264,40.8716,17.7762,38.2733,9122.5912,100.0,62.0088,27.8152
COL4A1_ITGAV,IDC_LumB,37.5351,16.0962,8.3323,17.4356,54.1084,23.1207,17.2533,82.999,33.6816,18.4247,38.5542,7250.9427,100.0,51.201,22.2002
COL4A1_ITGAV,ILC_LumA,36.6532,25.1547,13.3869,12.7249,54.1084,23.1207,18.1641,78.2204,23.9108,28.5685,27.1557,6887.3582,100.0,57.2379,25.4395
CP_SLC40A1,IDC_Basal,10.7868,2.7203,0.9371,8.4689,16.8915,63.9834,34.5174,64.3086,24.5828,5.587,50.4896,3131.1033,100.0,27.3108,6.6909
CP_SLC40A1,IDC_Her2,13.5173,146.6462,36.9294,3.7964,16.8915,63.9834,20.1348,12.9907,15.0756,35.4908,3.6485,5367.6982,100.0,9.9493,39.3039
CP_SLC40A1,IDC_LumA,2.7443,16.6635,0.5786,14.8816,16.8915,63.9834,13.6755,12.5789,428.5553,2.6523,68.212,7902.9775,100.0,3.2109,83.1186
CP_SLC40A1,IDC_LumB,0.5529,14.117,0.0365,0.8639,16.8915,63.9834,5.0527,57.7575,334.1818,3.8118,90.2351,21390.2139,100.0,3.1947,54.5573
CP_SLC40A1,ILC_LumA,0.0,66.0516,0.0,0.0,16.8915,63.9834,11.2049,32.3959,198.3279,22.1843,66.6109,9645.5925,100.0,4.8109,125.993
CTGF_ITGA5,IDC_Basal,86.3478,14.7918,6.88,24.0836,182.6608,26.0208,25.6024,121.1238,51.7793,9.6508,33.7831,18564.5863,100.0,82.8885,27.1316
CTGF_ITGA5,IDC_Her2,51.2913,29.0856,10.9045,12.0504,182.6608,26.0208,34.7416,94.5246,32.1423,20.0958,22.2077,13680.9776,100.0,74.8951,33.4052
CTGF_ITGA5,IDC_LumA,29.0564,17.3207,0.8897,3.1694,182.6608,26.0208,8.402,626.6428,61.7046,19.1867,68.3523,56569.8087,100.0,125.0794,32.9773
CTGF_ITGA5,IDC_LumB,20.4113,11.7622,0.5066,3.4594,182.6608,26.0208,10.0296,442.626,80.3178,10.9861,75.0183,47389.4541,100.0,68.0914,25.0406
CTGF_ITGA5,ILC_LumA,46.6763,14.0324,1.2353,5.3674,182.6608,26.0208,8.9644,596.875,60.9701,15.7967,68.6362,53020.9047,100.0,196.611,29.7064
CTHRC1_FZD3,IDC_Basal,54.6072,3.7178,31.4287,5.5942,12.6611,2.231,4.373,86.4387,0.6617,49.749,8.8551,645.9579,100.0,77.1236,1.801
CTHRC1_FZD3,IDC_Her2,57.4771,4.1462,30.6731,4.9126,12.6611,2.231,3.6358,98.1678,0.6641,52.388,8.3905,776.9344,100.0,82.1506,1.926
CTHRC1_FZD3,IDC_LumA,34.7978,1.9418,6.2863,8.0937,12.6611,2.231,2.6279,200.8304,2.5001,36.2804,46.7117,1074.8872,100.0,80.1872,2.151
CTHRC1_FZD3,IDC_LumB,12.547,1.9445,0.8815,0.8751,12.6611,2.231,1.0206,694.4486,1.9304,48.7877,48.4352,2767.7552,100.0,73.3233,1.9406
CTHRC1_FZD3,ILC_LumA,25.4978,1.2201,4.9944,7.7922,12.6611,2.231,4.535,164.8689,1.9035,32.294,50.3844,622.8724,100.0,76.1515,1.501
CTHRC1_FZD5,IDC_Basal,54.6072,1.1284,15.4344,20.8371,12.6611,1.9909,6.3138,86.4387,1.5235,24.4313,32.9834,399.2471,100.0,77.1236,1.091
CTHRC1_FZD5,IDC_Her2,57.4771,1.5401,23.1559,11.3374,12.6611,1.9909,6.5939,98.1678,0.7541,39.5491,19.3637,382.2862,100.0,82.1506,0.9756
CTHRC1_FZD5,IDC_LumA,34.7978,0.9647,7.4969,6.4399,12.6611,1.9909,5.6295,200.8304,0.8287,43.267,37.1668,447.7748,100.0,80.1872,0.856
CTHRC1_FZD5,IDC_LumB,12.547,1.1336,0.9909,0.7526,12.6611,1.9909,1.7561,694.4486,0.861,54.844,41.6563,1435.4116,100.0,73.3233,0.866
CTHRC1_FZD5,ILC_LumA,25.4978,0.7672,5.5619,6.8723,12.6611,1.9909,7.1666,164.8689,0.948,35.9631,44.4362,351.7342,100.0,76.1515,0.8659
CTHRC1_FZD6,IDC_Basal,54.6072,22.9524,23.0242,14.4679,12.6611,13.5909,3.161,86.4387,14.4229,36.4453,22.9016,5443.7096,100.0,77.1236,18.4008
CTHRC1_FZD6,IDC_Her2,57.4771,15.6333,25.6998,9.4111,12.6611,13.5909,4.9216,98.1678,5.7248,43.8938,16.0737,3496.3573,100.0,82.1506,10.1937
CTHRC1_FZD6,IDC_LumA,34.7978,15.9781,9.5083,4.8252,12.6611,13.5909,2.9427,200.8304,8.1084,54.8758,27.8479,5847.5311,100.0,80.1872,12.4115
CTHRC1_FZD6,IDC_LumB,12.547,12.9414,0.9383,0.8187,12.6611,13.5909,0.9944,694.4486,11.2924,51.9328,45.3158,17305.2723,100.0,73.3233,13.5207
CTHRC1_FZD6,ILC_LumA,25.4978,11.5638,8.574,4.1499,12.6611,13.5909,5.0038,164.8689,5.597,55.4394,26.833,3438.9109,100.0,76.1515,8.3809
CXCL10_SDC4,IDC_Basal,3.1096,103.8876,0.1503,0.0704,2.461,115.0417,0.1318,1403.6549,48.6596,67.8619,31.7856,214881.0369,100.0,75.5626,75.3534
CXCL10_SDC4,IDC_Her2,5.683,149.5919,1.9106,0.7161,2.461,115.0417,0.6363,209.2993,56.0636,70.3656,26.3714,44495.4115,100.0,41.7528,90.585
CXCL10_SDC4,IDC_LumA,3.3118,180.3836,3.3769,1.3269,2.461,115.0417,1.6004,65.968,70.8791,67.265,26.4308,17690.5546,100.0,12.9457,119.5525
CXCL10_SDC4,IDC_LumB,1.7895,212.5752,0.1844,0.0458,2.461,115.0417,0.1373,774.2404,52.8174,79.804,19.8285,206235.6581,100.0,27.0115,115.7846
CXCL10_SDC4,ILC_LumA,3.0488,195.4747,3.3557,1.4119,2.461,115.0417,1.5942,59.8801,82.2455,65.9077,27.7305,17759.7665,100.0,17.0394,127.9823
CXCL12_ITGB1,IDC_Basal,5.5391,188.2173,0.9112,1.1277,223.1779,274.3647,53.515,120.7519,232.9409,19.8632,24.583,114420.6138,100.0,25.6805,212.5414
CXCL12_ITGB1,IDC_Her2,6.1196,186.5719,1.0063,1.002,223.1779,274.3647,53.9658,134.1577,185.7805,22.0598,21.9662,113464.7358,100.0,33.5584,166.2718
CXCL12_ITGB1,IDC_LumA,9.4122,138.4399,0.6072,1.2751,223.1779,274.3647,28.5316,347.9557,290.7523,22.4456,47.1405,214611.6284,100.0,52.7866,202.2786
CXCL12_ITGB1,IDC_LumB,6.9464,132.9731,0.5239,1.1057,223.1779,274.3647,34.729,271.29,280.6384,20.4603,43.1812,176313.8901,100.0,32.2092,180.8438
CXCL12_ITGB1,ILC_LumA,11.3334,146.6359,0.9273,1.3393,223.1779,274.3647,34.1663,317.8425,211.792,26.0058,37.5612,179217.9575,100.0,71.3776,179.3706
DCN_ERBB4,IDC_Basal,25.9628,0.1196,0.0747,0.1185,1367.6141,2.8611,94.1656,758.0231,0.1896,2.182,3.4591,4155.2708,100.0,138.3041,0.081
DCN_ERBB4,IDC_Her2,109.6301,5.1924,7.3265,0.0,1367.6141,2.8611,50.3602,633.1586,0.0,42.3133,0.0,7769.6976,100.0,280.8002,1.2509
DCN_ERBB4,IDC_LumA,82.5808,7.2169,2.1912,0.9306,1367.6141,2.8611,14.3863,2182.1567,3.0648,57.9023,24.5896,27198.3637,100.0,415.182,5.0308
DCN_ERBB4,IDC_LumB,34.7433,7.855,0.7388,0.059,1367.6141,2.8611,10.5923,3859.0398,0.6271,82.0589,6.5511,36940.4654,100.0,247.5884,3.2857
DCN_ERBB4,ILC_LumA,92.9356,10.2138,3.6654,0.6168,1367.6141,2.8611,15.1093,1749.4377,1.7187,68.9982,11.6103,25896.8497,100.0,481.0356,3.8659
DCN_MET,IDC_Basal,25.9628,4.1011,0.3481,1.024,1367.6141,13.1008,58.5684,758.0231,12.0656,10.1621,29.8975,30591.2023,100.0,138.3041,7.0812
DCN_MET,IDC_Her2,109.6301,4.68,2.1159,1.7382,1367.6141,13.1008,73.8872,633.1586,3.8447,12.22,10.0388,24248.8299,100.0,280.8002,4.5498
DCN_MET,IDC_LumA,82.5808,0.2521,0.0519,1.9668,1367.6141,13.1008,44.6381,2182.1567,9.5597,1.3703,51.9729,40137.8753,100.0,415.182,2.3309
DCN_MET,IDC_LumB,34.7433,1.5729,0.1705,0.223,1367.6141,13.1008,55.8956,3859.0398,2.0578,18.9365,24.7744,32054.0098,100.0,247.5884,1.246
DCN_MET,ILC_LumA,92.9356,0.4726,0.1154,2.5534,1367.6141,13.1008,47.0917,1749.4377,10.4534,2.1732,48.0662,38046.5468,100.0,481.0356,3.1994
DKK2_KREMEN2,IDC_Basal,0.0363,1.2985,1.4285,0.8134,1.531,0.051,2.3649,1.5463,0.7394,60.782,34.6111,3.3034,100.0,0.521,0.601
DKK2_KREMEN2,IDC_Her2,0.3183,3.2892,13.2991,3.6978,1.531,0.051,0.9923,1.5359,0.9145,64.1689,17.8419,7.8728,100.0,0.7009,0.8864
DKK2_KREMEN2,IDC_LumA,0.7232,0.4842,7.0369,17.1324,1.531,0.051,1.5698,2.2221,1.1789,21.621,52.6399,4.9765,100.0,1.146,0.331
