id,type,abscnseq,ascat,estimate,purbayes
TCGA-CV-7104-01,HNSC,0.65,0.53,0.711446083193,0.9803847
TCGA-56-A62T-01,LUSC,0.63,,0.819101404504,0.9992167
TCGA-XU-A92U-01,THYM,0.39,,0.652135901082,0.1529061
TCGA-28-6450-01,GBM,0.57,0.72,,0.682214
TCGA-AA-A02O-01,CRC,0.75,0.79,,0.7791006
TCGA-R6-A6DQ-01,ESCA,0.4,0.4,0.786561369686,0.523035
TCGA-B6-A0RM-01,BRCA,0.81,0.78,0.896846591155,0.5011427
TCGA-EK-A2RJ-01,CESC,0.72,0.32,0.783805171544,0.3349444
TCGA-VP-A875-01,PRAD,0.33,,0.977634892214,0.268639
TCGA-A3-3311-01,KIRC,0.38,0.51,0.586905748842,0.5273923
TCGA-HT-7616-01,LGG,0.54,0.53,0.794006240089,0.6224155
TCGA-ZP-A9CY-01,LIHC,0.4,,0.807425711662,0.6888223
TCGA-HC-8261-01,PRAD,,0.46,0.897982383416,
TCGA-ZB-A96D-01,THYM,0.32,,0.639799192634,0.1744721
TCGA-YL-A9WH-01,PRAD,0.62,,0.931589534996,0.9858332
TCGA-XX-A89A-01,BRCA,0.54,,0.496813103173,0.4170085
TCGA-EJ-A46B-01,PRAD,0.3,0.34,0.951690074493,0.1740424
TCGA-CH-5739-01,PRAD,0.45,0.46,0.851578709783,0.5833015
TCGA-73-4670-01,LUAD,0.77,0.59,0.785090215661,0.9682617
TCGA-BS-A0V6-01,UCEC,0.46,0.37,,0.5774934
TCGA-AN-A0AM-01,BRCA,0.48,,0.744927118365,0.2248342
TCGA-BJ-A4O8-01,THCA,0.28,0.58,0.717661748811,0.6276744
TCGA-85-8582-01,LUSC,0.34,1.0,0.661509701705,0.2629163
TCGA-AL-3467-01,KIRP,0.74,,0.997247765202,0.6822547
TCGA-HT-A74H-01,LGG,0.43,0.26,0.827061469756,0.4056663
TCGA-F9-A97G-01,KIRP,0.32,,0.78422605898,0.3930562
TCGA-26-1799-01,GBM,0.74,0.78,,0.6293372
TCGA-D6-6825-01,HNSC,0.42,0.4,0.63852321592,0.4423175
TCGA-A2-A0CU-01,BRCA,0.58,0.52,0.841505963705,0.5951792
TCGA-28-5216-01,GBM,0.66,0.84,0.813704977252,0.9913024
TCGA-36-2534-01,OV,0.86,0.83,,0.9994188
TCGA-22-4596-01,LUSC,0.2,0.23,0.428802660229,0.3526845
TCGA-34-2596-01,LUSC,0.86,0.38,0.783897713557,0.8137644
TCGA-57-1992-01,OV,0.64,0.81,,0.9016245
TCGA-FY-A40L-01,THCA,0.35,0.36,0.79919119014,0.6845782
TCGA-HC-7742-01,PRAD,0.37,0.56,0.921309110794,0.5957029
TCGA-KK-A6E6-01,PRAD,0.26,0.44,0.869979629815,0.3748138
TCGA-AX-A1C9-01,UCEC,0.62,0.73,,0.7750049
TCGA-B6-A0WV-01,BRCA,0.55,0.61,0.947711259967,0.6479666
TCGA-DA-A3F3-06,SKCM,0.83,0.89,0.88562822892,0.8684308
TCGA-A4-7997-01,KIRP,0.5,,0.805105535576,0.6914313
TCGA-E9-A1N3-01,BRCA,0.35,0.62,0.922150513921,0.4746198
TCGA-BP-5004-01,KIRC,0.43,0.64,0.698404053089,0.4555628
TCGA-13-0795-01,OV,0.38,0.48,0.722762529557,0.864122
TCGA-HT-7483-01,LGG,0.59,0.73,0.928225203955,0.8441256
TCGA-E7-A7PW-01,BLCA,0.78,,0.962883863244,0.9861487
TCGA-4H-AAAK-01,BRCA,0.65,,0.704956784829,0.4456502
TCGA-AA-3831-01,CRC,0.49,0.63,,0.7271048
TCGA-HT-A5RA-01,LGG,0.84,0.79,0.860549055566,0.849252
TCGA-EJ-5508-01,PRAD,0.37,0.36,0.859889691417,0.2982296
TCGA-C8-A12X-01,BRCA,0.66,0.78,0.81414960443,0.7888015
TCGA-AA-3511-01,CRC,0.53,0.49,0.839865763768,0.9731978
TCGA-WE-A8K5-06,SKCM,0.68,,0.773320369861,0.7838574
TCGA-BP-5194-01,KIRC,0.46,0.42,0.627633314209,0.6226107
TCGA-P5-A5F1-01,LGG,0.48,0.4,0.877132885541,0.7032436
TCGA-78-7537-01,LUAD,0.42,0.52,0.772613551173,0.6834059
TCGA-DD-A11B-01,LIHC,0.81,0.79,0.920180345375,0.7983765
TCGA-VQ-A91X-01,STAD,0.53,,0.972861409461,0.4358958
TCGA-RD-A7C1-01,STAD,0.49,0.31,0.660160820145,0.9901286
TCGA-WW-A8ZI-01,PRAD,0.63,,0.929537682567,0.8465071
TCGA-B0-5107-01,KIRC,0.46,0.4,0.749855966246,0.3529082
TCGA-B0-5098-01,KIRC,0.52,0.69,0.962873144344,0.9990585
TCGA-CV-7097-01,HNSC,0.54,0.53,0.694139135284,0.5280715
TCGA-FE-A236-01,THCA,0.43,0.41,0.917157620987,0.7597964
TCGA-HF-7131-01,STAD,0.4,0.4,0.787683430047,0.3946421
TCGA-2Z-A9J2-01,KIRP,0.33,,0.835001762884,0.6131947
TCGA-LN-A49N-01,ESCA,0.65,0.48,0.701404948871,0.4212707
TCGA-17-Z022-01,LUAD,,,,
TCGA-19-A6J5-01,GBM,0.92,,,0.9927332
TCGA-CV-6962-01,HNSC,0.72,0.67,0.957690917629,0.9985208
TCGA-BB-A6UM-01,HNSC,0.82,,0.865624177453,0.8394925
TCGA-D9-A149-06,SKCM,0.45,0.51,0.75220262557,0.6404336
TCGA-05-4249-01,LUAD,0.4,0.45,,0.5982048
TCGA-B0-5108-01,KIRC,0.57,0.41,0.397386215102,0.3843356
TCGA-10-0934-01,OV,0.55,0.81,0.992376443521,0.8561098
TCGA-ET-A39R-01,THCA,0.36,0.31,0.668364322405,0.5988493
TCGA-61-2092-01,OV,0.47,0.88,0.983672813121,0.8108719
TCGA-CV-6953-01,HNSC,0.41,0.45,0.839037014059,0.4280457
TCGA-UB-A7MB-01,LIHC,0.81,,0.947467743093,0.9035241
TCGA-PG-A917-01,UCEC,0.54,,0.815820996981,0.7281617
TCGA-EL-A4K1-01,THCA,0.29,0.38,0.804692754224,0.8717579
TCGA-CZ-5462-01,KIRC,0.98,0.45,0.661126880305,0.4281729
TCGA-CV-6950-01,HNSC,0.52,0.42,0.82862199497,0.5200785
TCGA-85-A50M-01,LUSC,0.47,0.2,0.814561768235,0.3640183
TCGA-66-2773-01,LUSC,0.39,0.4,0.707065524025,0.7740907
TCGA-CN-4739-01,HNSC,0.54,0.45,0.791572735277,0.918305
TCGA-BA-6872-01,HNSC,0.58,0.5,0.822001944027,0.3556522
TCGA-EM-A3FR-01,THCA,0.3,0.93,0.927262508419,0.6155566
TCGA-CQ-6222-01,HNSC,,1.0,0.657414114555,
TCGA-E1-A7YS-01,LGG,0.84,,0.984407216985,0.9188445
TCGA-55-7995-01,LUAD,0.47,0.49,0.614994073533,0.9405797
TCGA-D7-5578-01,STAD,0.46,0.55,0.697239685871,0.9958981
TCGA-VS-A9U6-01,CESC,0.8,,0.832916009122,0.6551037
TCGA-LL-A5YL-01,BRCA,0.94,0.5,0.700229817355,0.4473323
TCGA-BH-A0BQ-01,BRCA,0.31,0.42,0.649734536112,0.3409491
TCGA-AN-A0FX-01,BRCA,0.59,0.47,0.842040025402,0.7442951
TCGA-G4-6321-01,CRC,0.23,0.55,0.886162699649,0.4479631
TCGA-EL-A3T6-01,THCA,0.37,1.0,0.763993557111,0.6191195
TCGA-MA-AA3Y-01,CESC,0.38,,0.737116601391,0.4121661
TCGA-39-5036-01,LUSC,0.71,0.48,0.920143888912,0.9839254
TCGA-JW-A5VI-01,CESC,0.65,0.59,0.805167910077,0.5949066
TCGA-IG-A3YB-01,ESCA,0.52,0.48,0.772478417125,0.9950283
TCGA-44-A47B-01,LUAD,0.48,0.56,0.749259158601,0.5246472
TCGA-GN-A4U4-06,SKCM,0.82,0.72,0.929559356525,0.9992699
TCGA-JW-A5VJ-01,CESC,0.48,0.6,0.911031291006,0.4629288
TCGA-AR-A0U4-01,BRCA,0.38,0.43,0.589674152563,0.2942052
TCGA-EB-A24C-01,SKCM,0.88,0.55,0.895352527884,
TCGA-DJ-A3UQ-01,THCA,0.53,0.35,0.728066049746,0.4854094
TCGA-HJ-7597-01,STAD,0.34,0.55,0.847946610497,0.5296625
TCGA-ZG-A9M4-01,PRAD,0.65,,0.84087027375,0.6303693
TCGA-HU-A4GP-01,STAD,0.45,0.67,0.871081398194,0.7626415
TCGA-DD-AADA-01,LIHC,0.47,,0.77833368931,0.632741
TCGA-55-A4DF-01,LUAD,0.45,0.37,0.721998566658,0.8623878
TCGA-CQ-A4CB-01,HNSC,0.41,0.39,0.722644632983,0.3399891
TCGA-77-7140-01,LUSC,0.72,0.66,0.871530427377,0.9993939
TCGA-AR-A250-01,BRCA,0.63,0.62,0.644339385421,0.3102299
TCGA-KJ-A3U4-01,UCEC,0.83,0.7,0.881542203692,0.8115207
TCGA-KL-8323-01,KICH,0.82,0.84,0.934373268226,0.8467831
TCGA-G4-6302-01,CRC,0.21,0.37,0.681344795847,0.4660408
TCGA-A8-A07E-01,BRCA,0.52,0.5,0.636355039614,0.4572127
TCGA-UF-A71D-01,HNSC,0.66,,0.928190443046,0.5236392
TCGA-LN-A49S-01,ESCA,0.35,0.39,0.89912212303,0.2640139
TCGA-CA-6718-01,CRC,0.3,0.43,0.746583284761,0.5718758
TCGA-AC-A3TM-01,BRCA,0.57,0.52,0.753741387471,0.4023734
TCGA-CV-5977-01,HNSC,0.62,0.63,0.893745418293,0.5675168
TCGA-C8-A27A-01,BRCA,0.71,0.68,0.910132979525,0.5703821
TCGA-A5-A0GP-01,UCEC,0.26,1.0,,0.6328475
TCGA-06-0219-01,GBM,0.41,0.62,0.799567458453,0.6047557
TCGA-DJ-A2QC-01,THCA,0.28,0.38,0.827612203713,0.7237594
TCGA-2Z-A9J1-01,KIRP,0.52,,0.828582386708,0.7049057
TCGA-CQ-7065-01,HNSC,0.66,0.71,0.945837369182,0.6765191
TCGA-DA-A95V-06,SKCM,0.65,,0.765421740255,0.9906916
TCGA-F6-A8O4-01,LGG,0.3,,0.971447891128,0.7469792
TCGA-D3-A3MO-06,SKCM,0.82,0.7,0.89986577869,0.9665249
TCGA-FY-A3R7-01,THCA,0.2,1.0,0.810665246177,0.08140173
TCGA-CN-6023-01,HNSC,0.51,0.36,0.769015164869,0.4198027
TCGA-KK-A7AV-01,PRAD,0.37,0.35,0.79025525734,0.179205
TCGA-CV-7253-01,HNSC,0.56,0.6,0.963723551599,0.702722
TCGA-D5-6922-01,CRC,0.52,0.64,0.822858846353,0.9935424
TCGA-3L-AA1B-01,CRC,0.43,,0.878585206829,0.5629716
TCGA-GC-A3YS-01,BLCA,0.57,0.41,0.728237819309,0.9975946
TCGA-IB-A5ST-01,PAAD,0.2,1.0,0.424804987774,0.03462121
TCGA-A2-A3XY-01,BRCA,0.67,0.58,0.602889886721,0.2793836
TCGA-BP-4162-01,KIRC,0.93,0.53,0.558364432325,0.4750367
TCGA-DI-A1BU-01,UCEC,0.27,0.41,0.886604546559,0.6324136
TCGA-MR-A520-01,LIHC,0.47,0.26,0.879128012296,0.6634196
TCGA-C8-A273-01,BRCA,0.68,0.68,0.78861442943,0.6644781
TCGA-BS-A0UL-01,UCEC,0.25,0.53,,0.3866432
TCGA-36-2551-01,OV,1.0,,,0.9970984
TCGA-49-6744-01,LUAD,0.2,0.36,0.492150456238,0.1964988
TCGA-55-7570-01,LUAD,0.53,0.58,0.904969812506,0.9835751
TCGA-KR-A7K2-01,LIHC,0.54,,0.825393455837,0.9704155
TCGA-GV-A40G-01,BLCA,0.71,0.66,0.978504942415,0.5138416
TCGA-HD-8314-01,HNSC,0.54,0.57,0.756557075594,0.4684397
TCGA-44-2656-01,LUAD,0.34,0.26,0.501261953943,
TCGA-KM-8439-01,KICH,0.31,0.72,0.901069112092,0.7140596
TCGA-77-8136-01,LUSC,0.33,0.35,0.581322492316,0.2732685
TCGA-69-7763-01,LUAD,0.52,0.37,0.682822850119,0.3123002
TCGA-E2-A570-01,BRCA,0.55,0.39,0.774129458084,0.569381
TCGA-D5-6928-01,CRC,0.32,0.59,0.436473717678,0.3187577
TCGA-QB-A6FS-06,SKCM,0.69,0.46,0.653693258798,0.4454075
TCGA-AG-A025-01,CRC,0.67,0.74,,0.7322238
TCGA-DU-7013-01,LGG,0.77,0.83,0.891552606271,0.8337328
TCGA-EV-5902-01,KIRP,0.98,,0.978324734726,0.9451248
TCGA-BK-A0C9-01,UCEC,0.45,0.85,,0.7586304
TCGA-G3-A25Z-01,LIHC,0.53,0.52,0.846193729935,0.7058789
TCGA-A2-A0YI-01,BRCA,0.63,0.46,0.574461139025,0.282374
TCGA-G3-A25Y-01,LIHC,0.49,0.66,0.808967943731,0.6013398
TCGA-VQ-A8PH-01,STAD,0.51,,0.8900233658,0.9279001
TCGA-98-A53I-01,LUSC,0.49,0.34,0.710873839515,0.5420348
TCGA-GN-A4U5-01,SKCM,0.34,0.46,0.703440572704,
TCGA-BH-A0H6-01,BRCA,0.7,0.73,0.810294983532,0.7155577
TCGA-AA-3814-01,CRC,0.41,0.56,,0.6028042
TCGA-PJ-A5Z8-01,KIRP,0.29,,0.631032283239,0.3861596
TCGA-DJ-A13V-01,THCA,0.3,0.35,0.866199908571,0.7556055
TCGA-HT-A615-01,LGG,0.43,0.67,0.868077933253,0.6269092
TCGA-E2-A15A-06,BRCA,0.45,0.39,0.662332271647,
TCGA-D1-A0ZN-01,UCEC,0.57,0.65,,0.739494
TCGA-B5-A0JS-01,UCEC,0.54,0.73,,0.7599688
TCGA-04-1341-01,OV,0.72,0.67,0.910027872454,0.9985614
TCGA-A5-A0GM-01,UCEC,0.31,0.29,,0.8707966
TCGA-VQ-AA6J-01,STAD,0.41,,0.698877629739,0.3339708
TCGA-AO-A124-01,BRCA,0.79,0.74,0.890806709297,0.9983198
TCGA-AA-3856-01,CRC,0.64,0.53,,0.9956194
TCGA-2Z-A9JS-01,KIRP,0.65,,0.929744056249,0.8463436
TCGA-13-0890-01,OV,0.57,0.54,0.76452819458,0.6776066
TCGA-BQ-7050-01,KIRP,0.3,,0.900900439166,0.7869372
TCGA-RD-A7BW-01,STAD,0.29,1.0,0.452553485551,0.1460923
TCGA-R6-A8W5-01,ESCA,0.4,,0.790107933266,0.3802085
TCGA-E9-A5FL-01,BRCA,0.37,0.34,0.778914070822,0.3876299
TCGA-FU-A40J-01,CESC,0.43,0.54,0.843480514467,0.3897858
TCGA-12-1599-01,GBM,0.37,0.68,,0.6520265
TCGA-FY-A3YR-01,THCA,0.62,0.31,0.811853497832,0.7911666
TCGA-77-A5GH-01,LUSC,0.4,0.44,0.58292096133,0.887215
TCGA-HU-A4GN-01,STAD,0.25,0.47,0.864374382421,
TCGA-EY-A210-01,UCEC,0.82,0.81,0.809809996259,0.8483227
TCGA-CN-5374-01,HNSC,0.43,0.42,0.777326280474,0.797329
TCGA-BH-A1F0-01,BRCA,0.22,0.25,0.445829205465,0.1203457
TCGA-09-2050-01,OV,0.91,0.89,,0.9392559
TCGA-34-5241-01,LUSC,0.36,1.0,0.600640844501,0.2748913
TCGA-B4-5843-01,KIRC,0.56,0.73,0.718593919709,0.6563881
TCGA-DB-A4XB-01,LGG,0.62,0.79,0.947724495967,0.9723856
TCGA-HT-7881-01,LGG,0.29,0.44,0.981228864046,0.185919
TCGA-D3-A51R-06,SKCM,0.87,0.86,0.975123246302,0.9191355
TCGA-62-8394-01,LUAD,0.56,0.43,0.804108404677,0.2470822
TCGA-09-2053-01,OV,0.56,0.74,0.824543816622,0.562913
TCGA-13-1512-01,OV,0.72,0.77,0.819413911447,0.8365255
TCGA-23-2079-01,OV,0.75,0.72,,0.991347
TCGA-HT-8013-01,LGG,0.3,0.44,,0.8140417
TCGA-D8-A1XL-01,BRCA,0.58,0.57,0.682286578445,0.4484383
TCGA-HV-A5A4-01,PAAD,0.37,0.38,0.701411351389,0.5279629
TCGA-KN-8421-01,KICH,0.83,0.89,0.987794521718,0.7549702
TCGA-49-4486-01,LUAD,0.65,0.71,0.912243752673,0.7027477
TCGA-91-6835-01,LUAD,0.22,0.22,0.456263310045,0.1710236
TCGA-DA-A95Y-06,SKCM,0.74,,0.917183538016,0.9993346
TCGA-DD-AAEA-01,LIHC,0.47,,0.863045275015,0.6477556
TCGA-EW-A1PE-01,BRCA,0.66,0.49,0.637044585441,0.6399714
TCGA-GJ-A3OU-01,LIHC,0.34,,0.494820223678,0.2055927
TCGA-58-8392-01,LUSC,0.61,0.69,0.939078431109,0.9983822
TCGA-69-7765-01,LUAD,0.27,0.41,0.580545199908,0.3087833
TCGA-AD-6890-01,CRC,0.55,0.56,0.879845965894,0.4823869
TCGA-85-A4QQ-01,LUSC,0.39,0.51,0.907134637162,0.9688743
TCGA-P5-A72U-01,LGG,0.8,0.3,0.756151490586,0.3400009
TCGA-58-A46J-01,LUSC,0.35,0.2,0.798603435937,0.330347
TCGA-95-7947-01,LUAD,0.86,0.65,0.810028993759,0.9988915
TCGA-IR-A3LB-01,CESC,0.4,0.69,0.811008340154,0.6206842
TCGA-BT-A3PJ-01,BLCA,0.47,0.48,0.812196848059,0.9974939
TCGA-P5-A5F2-01,LGG,0.47,0.53,0.965323233196,0.7351956
TCGA-V1-A9ZI-01,PRAD,0.71,,0.830103313264,0.7563813
TCGA-AM-5821-01,CRC,0.45,0.37,0.775315732873,0.6222071
TCGA-D1-A0ZQ-01,UCEC,0.55,0.66,,0.7353887
TCGA-EB-A6QY-01,SKCM,0.46,0.4,0.918102699231,
TCGA-A1-A0SQ-01,BRCA,0.68,,0.843391878388,0.7330193
TCGA-XH-A853-01,THYM,0.27,,0.657034562537,0.1492107
TCGA-A7-A26J-01,BRCA,0.99,0.57,0.776499570027,0.7389931
TCGA-CZ-5984-01,KIRC,0.66,0.67,0.65158352136,0.571516
TCGA-86-A4JF-01,LUAD,0.26,0.39,0.72642727063,0.321374
TCGA-A2-A04X-01,BRCA,0.55,0.56,0.670590223936,0.4887344
TCGA-06-5410-01,GBM,0.2,1.0,0.494810059637,0.11234631
TCGA-VQ-A8P5-01,STAD,0.51,,0.78714222781,0.3618151
TCGA-EY-A54A-01,UCEC,0.63,0.63,0.822781877597,0.7086011
TCGA-KK-A6DY-01,PRAD,0.26,0.29,0.903199403234,0.2086226
TCGA-06-0173-01,GBM,0.45,0.87,,0.7596404
TCGA-61-2018-01,OV,0.5,0.68,,0.9978799
TCGA-DW-7963-01,KIRP,0.74,,0.81658285145,0.56276
TCGA-CQ-5326-01,HNSC,0.39,0.5,0.773315306464,0.4627285
TCGA-59-2355-01,OV,0.53,0.67,0.85326647901,0.9954977
TCGA-CA-5796-01,CRC,0.53,0.67,0.902108913536,0.8165481
TCGA-Y6-A8TL-01,PRAD,0.26,,0.933193661046,0.6050314
TCGA-13-1498-01,OV,0.8,0.82,0.805900398142,0.8358809
TCGA-AX-A3GI-01,UCEC,0.87,0.83,0.985847589026,0.9935052
TCGA-DU-7301-01,LGG,0.73,0.81,0.83793746166,0.8793757
TCGA-LP-A5U2-01,CESC,0.77,0.7,0.907399699415,0.817654
TCGA-32-2634-01,GBM,0.74,0.83,0.90685231112,0.9057322
TCGA-E2-A3DX-01,BRCA,0.57,0.23,0.489750290775,0.4375338
TCGA-AC-A6IX-06,BRCA,0.39,0.31,0.669438268714,
TCGA-VQ-A91Y-01,STAD,0.43,,0.608492712486,0.4130789
TCGA-CH-5791-01,PRAD,0.49,0.67,0.906466035254,0.9851565
TCGA-B9-A44B-01,KIRP,0.64,,0.91657839193,0.846925
TCGA-BH-A0BR-01,BRCA,0.52,0.54,0.618201519487,0.4161478
TCGA-CG-4441-01,STAD,0.28,0.6,0.727113923691,0.9827662
TCGA-E9-A22D-01,BRCA,0.91,0.39,0.538783181381,0.2100668
TCGA-CI-6620-01,CRC,0.82,0.42,0.884862472924,0.5971615
TCGA-MN-A4N1-01,LUAD,1.0,0.5,0.869954889081,0.8020776
TCGA-BH-A1FR-01,BRCA,0.62,0.3,0.795993407666,0.6559306
TCGA-BH-A0RX-01,BRCA,0.23,1.0,0.508004356374,0.1527483
TCGA-BF-AAP6-01,SKCM,0.8,,0.901600162828,
TCGA-EY-A1GP-01,UCEC,0.73,0.8,0.854077554719,0.8116319
TCGA-EX-A1H6-01,CESC,0.36,0.56,0.904588473008,0.4204867
TCGA-EM-A2CQ-01,THCA,0.43,0.26,0.935004847058,0.5489278
TCGA-CW-6087-01,KIRC,0.3,0.25,0.392287233252,0.1764843
TCGA-BA-A6D8-01,HNSC,0.49,0.51,0.816452708121,0.6709579
TCGA-G9-7523-01,PRAD,0.32,1.0,0.686478541273,0.112108
TCGA-S9-A6TW-01,LGG,0.5,0.57,0.920986455782,0.6046743
TCGA-FY-A40K-01,THCA,0.27,0.26,0.744974247968,0.6645689
TCGA-BR-8367-01,STAD,0.28,0.39,0.729770049056,0.2793407
TCGA-10-0933-01,OV,0.94,0.8,0.939157384472,0.8955528
TCGA-XU-A92Z-01,THYM,0.42,,0.769567659165,0.6664972
TCGA-85-A4QR-01,LUSC,0.72,0.63,0.989048753744,0.9954094
TCGA-P5-A72Z-01,LGG,0.87,0.79,0.980843947534,0.7999663
TCGA-TQ-A7RO-01,LGG,0.54,,0.965333380173,0.7025048
TCGA-DU-6399-01,LGG,0.29,0.47,0.860719453561,0.3584919
TCGA-VQ-A8PM-01,STAD,0.32,,0.697993199362,0.2101413
TCGA-BH-A5IZ-01,BRCA,0.62,0.69,0.857857992878,0.6776114
TCGA-VM-A8CA-01,LGG,0.79,,0.877626624908,0.4994713
TCGA-CM-6162-01,CRC,0.54,0.56,0.560850809052,0.4519668
TCGA-MX-A663-01,STAD,0.29,0.36,0.733679620915,0.2279055
TCGA-E8-A2EA-01,THCA,0.48,0.33,0.620917727401,0.5276775
TCGA-DK-A2I4-01,BLCA,0.3,0.26,0.42982115764,0.2686657
TCGA-93-A4JN-01,LUAD,0.23,0.31,0.718843261892,0.3152009
TCGA-CV-7263-01,HNSC,0.37,0.52,0.719371570585,0.9688958
TCGA-KO-8406-01,KICH,0.84,0.86,0.94895554285,0.818876
TCGA-BH-A8FZ-01,BRCA,0.46,,0.589306027019,0.2873715
TCGA-KN-8418-01,KICH,0.71,0.73,0.955074876485,0.7896493
TCGA-75-6205-01,LUAD,0.36,0.2,0.390254982715,0.1622765
TCGA-CN-5367-01,HNSC,0.53,0.51,0.807223019672,0.4909633
TCGA-74-6584-01,GBM,0.59,0.66,,0.610646
TCGA-W9-A837-01,LGG,0.3,,0.975410019337,0.7347932
TCGA-BJ-A0ZG-01,THCA,0.28,0.32,0.889818806163,0.9535329
TCGA-51-4080-01,LUSC,0.88,0.83,0.913063607096,0.8402964
TCGA-LP-A4AX-01,CESC,0.45,0.46,0.693252696483,0.4353383
TCGA-10-0930-01,OV,1.0,0.55,,0.9768332
TCGA-BH-A0W3-01,BRCA,0.73,0.7,0.875565208504,0.8452038
TCGA-5P-A9K3-01,KIRP,0.73,,0.870878065331,0.7385499
TCGA-13-1497-01,OV,0.77,0.73,0.873705769055,0.5651255
TCGA-E2-A156-01,BRCA,0.78,0.69,0.917476461315,0.8761086
TCGA-VS-A9UY-01,CESC,0.76,,0.853882925517,0.766495
TCGA-66-2769-01,LUSC,0.34,0.3,0.573169754996,0.3105028
TCGA-G2-A2EJ-01,BLCA,0.45,0.6,0.906802808613,0.9954545
TCGA-75-6206-01,LUAD,0.89,0.57,0.733275127176,0.542943
TCGA-DJ-A3V2-01,THCA,0.33,0.35,0.651581085043,0.3450014
TCGA-B6-A0IJ-01,BRCA,0.4,0.41,0.692651121052,0.6390744
TCGA-HC-A6HX-01,PRAD,0.4,0.21,0.893119508586,0.1558042
TCGA-49-AAR9-01,LUAD,1.0,,0.900233230336,0.7368977
TCGA-55-8204-01,LUAD,0.32,0.23,0.729657776621,0.3023575
TCGA-CV-A45O-01,HNSC,0.36,0.29,0.809590483474,0.2650547
TCGA-KO-8413-01,KICH,0.64,0.66,0.777541961445,0.9470248
TCGA-CV-7100-01,HNSC,0.53,0.56,0.775122986369,0.4882486
TCGA-24-2260-01,OV,0.94,0.69,,0.5851213
TCGA-MP-A4TJ-01,LUAD,0.22,0.33,0.449288316238,0.2313473
TCGA-EW-A1OX-01,BRCA,0.79,0.85,0.98035194183,0.61395
TCGA-IR-A3LK-01,CESC,0.79,0.8,0.869016786171,0.8076712
TCGA-VP-A87C-01,PRAD,0.76,,0.617356759121,0.2519092
TCGA-12-5295-01,GBM,0.77,0.68,0.76721042615,0.713136
TCGA-34-5234-01,LUSC,0.2,0.38,0.452797474682,0.2014739
TCGA-44-A4SS-01,LUAD,0.33,0.3,0.588781945707,0.2551535
TCGA-CU-A5W6-01,BLCA,0.45,0.39,0.901683149438,0.5494384
TCGA-FE-A232-01,THCA,0.39,0.33,0.788649848726,0.4360923
TCGA-22-0940-01,LUSC,0.38,0.24,0.615656722355,0.7964033
TCGA-LN-A4A6-01,ESCA,0.47,0.43,0.896918158572,0.6611243
TCGA-LN-A8HZ-01,ESCA,0.5,,0.955639410112,0.3538979
TCGA-B6-A0I8-01,BRCA,0.56,0.58,0.872612727469,
TCGA-EM-A2OZ-01,THCA,0.26,0.74,0.905544517187,0.6399515
TCGA-AP-A0L8-01,UCEC,0.81,0.81,,0.7196457
TCGA-49-6767-01,LUAD,0.51,0.32,0.733916254693,0.4449984
TCGA-ZF-AA4U-01,BLCA,0.81,,0.978689983709,0.8868819
TCGA-BR-8365-01,STAD,0.33,0.28,0.592504587698,0.2646082
TCGA-FW-A3TU-06,SKCM,0.68,0.77,0.867392931885,0.7876413
TCGA-20-0996-01,OV,0.32,0.43,,0.8842512
TCGA-27-2518-01,GBM,0.48,0.64,,0.5761648
TCGA-91-6829-01,LUAD,0.43,0.36,0.677813243026,0.8584728
TCGA-SL-A6JA-01,UCEC,0.75,0.87,0.975271573186,0.8979349
TCGA-VR-A8ET-01,ESCA,0.63,,0.925428971675,0.2263667
TCGA-H9-7775-01,PRAD,0.5,0.71,0.919036030056,0.8597735
TCGA-LL-A5YP-01,BRCA,0.53,0.39,0.660552657396,0.6202009
TCGA-BH-A209-01,BRCA,0.51,0.28,0.571258182196,0.2950566
TCGA-FU-A23K-01,CESC,0.46,0.46,0.744808147412,0.633943
TCGA-G9-6347-01,PRAD,0.23,0.47,0.767311882141,0.1270856
TCGA-D7-6818-01,STAD,0.28,0.39,0.607523721466,0.9286874
TCGA-WE-A8ZY-06,SKCM,0.77,,0.863368883538,0.995673
TCGA-AN-A0FT-01,BRCA,0.85,,0.731730771589,0.9823837
TCGA-A3-3358-01,KIRC,0.31,0.52,0.520138914274,0.4449271
TCGA-AA-3685-01,CRC,0.59,0.6,0.772065701486,0.9230132
TCGA-CV-A6JZ-01,HNSC,0.37,0.37,0.605016962182,0.2803942
TCGA-HZ-A8P1-01,PAAD,0.63,,0.852102789328,0.5945222
TCGA-21-1079-01,LUSC,0.54,0.52,0.769815507649,0.9848305
TCGA-74-6578-01,GBM,0.51,0.68,,0.7087815
TCGA-FI-A2EX-01,UCEC,0.65,0.67,,0.3575252
TCGA-ZC-AAA7-01,THYM,0.37,,0.565865996819,0.4309836
TCGA-FP-8631-01,STAD,0.45,0.48,0.864747347629,0.9541407
TCGA-DV-5575-01,KIRC,0.37,0.51,0.599816489724,0.5039914
TCGA-F4-6703-01,CRC,0.29,0.32,0.419942805843,0.2016498
TCGA-58-8387-01,LUSC,0.42,0.4,0.73197338707,0.3832519
TCGA-12-0818-01,GBM,0.45,0.68,,0.9119145
TCGA-KN-8422-01,KICH,0.7,0.66,0.928592274426,0.50845
TCGA-LN-A5U6-01,ESCA,0.73,0.67,0.842156755106,0.9797947
TCGA-A3-3320-01,KIRC,0.37,0.7,0.698448335032,0.6476874
