sample,THCA,OV,LUSC,LIHC,HNSC,UCEC,BRCA,LUAD,SKCM,STAD,CRC,ESCA,GBM,KIRC,CESC,KIRP,PRAD,BLCA,PAAD,LGG
TMEM128,4.7518,4.3782,4.3762,2.676,3.3046,4.4543,4.3737,4.511,4.7389,3.0011,4.061,2.7117,4.018,4.4913,4.3478,4.3495,4.3789,3.6113,4.0583,4.018
APPL2,3.6405,4.8965,3.87,2.3451,3.7767,4.17,4.8689,3.831,3.8709,3.756,6.0745,3.9819,4.0943,4.0614,4.2335,4.0148,4.8672,3.4237,4.1779,4.0943
GTF2B,4.6548,4.4748,4.5635,3.6707,4.2411,4.4906,4.5832,4.5236,4.858,3.9478,4.481,3.3163,3.9223,4.245,4.8064,4.1111,4.3057,4.7334,4.392,3.9223
AMN,0.8883,0.4499,1.2963,4.3883,1.7617,0.7407,0.1903,1.5998,0.2522,3.5519,6.1729,1.8762,0.1124,4.2301,0.24,5.7151,0.4447,0.9494,0.9633,0.1124
SRPRA,6.0723,5.8315,5.9254,5.8137,5.5284,5.6465,5.8009,5.8682,6.106,5.3328,5.4731,5.8836,4.8365,5.6808,5.6416,5.7083,6.4528,5.568,5.818,4.8365
RAB14,5.0099,4.5769,5.316,4.3249,4.9884,4.717,5.2304,5.4726,4.9819,4.2517,5.0189,3.9983,5.2107,5.2369,4.865,4.9789,5.0873,4.8635,4.8017,5.2107
ACOT9,3.958,4.5559,4.5949,2.5287,3.0782,4.0739,4.1409,4.5059,4.6207,3.4082,3.7313,3.4224,3.2988,3.9174,4.6736,3.763,3.9568,4.3191,4.7535,3.2988
TP53TG3F,0.0014,0.0014,0.0014,0.0014,0.0014,0.099,0.099,0.0014,0.8082,0.0014,0.0014,0.0014,0.1388,0.0014,0.058,0.0014,0.0014,0.0014,0.0048,0.1388
THUMPD2,2.8542,4.0973,2.3149,1.2606,2.2634,3.2282,2.909,2.3366,2.8076,1.8581,1.9639,1.9749,2.1574,2.2019,2.8137,2.1313,2.7249,2.5363,2.7409,2.1574
POU4F3,0.044,0.058,0.044,0.0014,0.03,0.044,0.044,0.03,0.044,0.0158,0.0158,0.0158,0.044,0.03,0.044,0.0505,0.044,0.03,0.0505,0.044
ANO8,1.5215,2.1972,1.7659,0.9752,2.1557,1.3051,2.1147,1.8119,1.4228,1.534,1.2637,1.6695,3.3307,1.5013,0.9568,1.8523,1.5878,1.3735,2.0339,3.3307
KAZN,3.0305,3.8491,2.9618,1.2054,4.022,2.2452,3.3842,3.0637,3.2841,1.5587,1.7185,1.2147,4.3343,4.0462,2.2082,4.0387,2.3237,2.4985,2.0824,4.3343
ALDH1L1,1.0503,5.176,0.8122,7.3982,3.2201,1.8283,3.3076,0.6517,0.2881,1.3506,2.8014,1.816,4.6741,5.9117,1.692,6.7015,3.1882,4.835,2.7616,4.6741
PAQR5,0.517,0.3115,2.9964,0.3847,2.6783,0.5069,1.0433,3.1604,0.2762,1.1512,4.0286,2.7314,0.7493,5.1293,0.5859,5.2261,0.4709,0.6145,2.4429,0.7493
TCAIM,3.1426,3.1979,3.4894,3.8033,3.1601,3.2721,3.3293,3.5608,3.2632,3.3841,3.2958,3.086,3.0533,4.4644,2.8442,4.2891,3.5688,3.3221,3.1781,3.0533
ABCA3,4.3371,1.9452,7.2723,0.3516,1.1798,2.3194,3.1145,7.3027,2.4198,1.5978,1.3623,1.7659,5.3681,2.7551,2.1988,2.8877,2.9167,1.6327,2.7257,5.3681
ZNF514,3.1393,4.5946,2.0929,1.177,1.9857,2.9729,2.9526,2.2513,2.7007,1.911,2.1313,2.0039,2.6761,2.5036,2.3508,2.6289,2.6951,2.3649,2.5896,2.6761
WASF1,1.105,4.0977,1.3567,1.1896,2.1504,3.0533,2.4831,1.1447,1.3901,1.9613,1.2333,1.1833,6.3871,2.2284,2.685,2.2222,1.8621,1.5806,2.4946,6.3871
MAML3,1.7912,2.4831,2.0075,0.7706,1.9527,2.6091,2.2082,2.0111,2.0639,1.9313,2.1047,1.5854,1.0983,1.6396,1.8283,1.5315,2.4597,2.0147,1.7676,1.0983
SLC12A9,3.6066,4.3382,3.8167,2.3578,3.237,3.716,3.449,3.8561,3.7028,3.1043,3.863,2.561,3.055,3.2541,3.7028,3.8848,3.6917,3.597,4.1662,3.055
NRBF2,3.7171,2.9186,3.815,4.01,3.6474,3.5324,4.0714,3.8239,3.6827,3.3292,3.8973,2.5536,3.4882,3.2336,3.5779,3.0697,3.2636,3.3856,3.8693,3.4882
BORCS7,5.5189,4.0353,4.3013,4.195,3.2684,4.4115,4.3971,4.425,3.3105,3.4685,3.7814,2.9618,4.1563,4.6787,4.4738,4.5129,4.4703,3.5887,3.6152,4.1563
TMEM11,4.2064,3.5827,4.03,3.162,4.3523,4.3363,4.1186,4.0054,4.4549,4.0821,4.38,2.9562,3.6623,3.8451,4.4243,3.9725,4.7241,3.9346,4.0417,3.6623
TAGLN2,7.3098,6.9678,9.382,6.3608,8.7225,7.9257,8.1038,9.2923,9.1428,8.3676,8.3103,7.4441,5.0527,7.3569,7.9979,7.3159,7.1934,8.4269,8.943,5.0527
ERP29,6.935,5.9235,6.6657,6.6106,6.0073,6.6603,6.1706,6.8272,7.3544,5.6852,6.7399,5.1989,5.5463,6.5707,6.6177,6.6113,7.2344,6.52,6.8378,5.5463
IRAK3,0.8568,1.6489,2.7194,0.3794,0.7185,1.0573,2.1313,2.7314,0.9642,1.334,0.9419,1.7142,0.4016,0.9343,2.0776,0.7493,1.2963,1.4652,2.33,0.4016
PSENEN,6.4982,4.9076,6.1499,5.3984,6.1248,6.2153,6.0341,6.2399,6.244,6.0029,6.2395,4.3349,5.4463,6.0996,6.0392,6.2087,6.4338,6.1702,6.4808,5.4463
LIN52,2.1638,2.4753,2.3522,1.5514,1.6304,2.3508,2.7183,2.3308,2.457,1.9967,1.8444,1.4335,2.6209,2.9223,2.6255,2.8334,2.5705,2.1444,1.8976,2.6209
SMIM6,0.058,0.0854,1.9913,1.6327,0.1249,1.9749,0.0854,2.1606,0.099,2.929,3.4971,2.328,1.46,3.7464,0.099,3.941,0.5665,0.7579,2.6011,1.46
PARD6A,2.0218,1.8444,2.2794,1.6374,1.3846,2.2452,1.6964,2.2543,2.2452,2.1028,2.0003,1.0503,4.2944,2.9599,2.3816,3.4032,2.2206,2.2299,2.3557,4.2944
FCRL5,0.1776,0.1055,0.6873,0.1776,0.2245,0.1124,0.6879,0.4761,3.2617,1.3097,1.674,0.5271,0.0014,0.0718,0.1388,0.1321,0.0783,0.2881,0.6637,0.0014
RBPJ,4.1667,4.8148,4.5041,2.413,3.5079,4.6765,4.7285,4.5122,4.1531,3.8687,3.6474,4.3807,3.9691,4.082,4.8131,3.8058,4.645,4.5718,4.5877,3.9691
ORC1,0.2522,0.4015,0.3961,0.0854,1.3843,0.2998,0.4761,0.346,1.9602,0.8116,1.6604,0.2029,0.1257,0.3115,0.3115,0.407,0.3402,0.5859,0.6531,0.1257
RPL30,10.8148,11.661,10.2705,9.5741,10.2967,11.4237,10.807,10.257,11.7506,10.1302,10.4242,9.0267,8.457,9.5745,11.7645,9.5172,10.8445,11.0414,10.3994,8.457
LY75,4.0567,0.6285,2.7072,0.4016,2.2142,1.614,3.4971,2.5995,2.9432,2.3635,3.6961,1.614,0.5763,2.4842,1.1447,2.2437,1.395,1.9527,2.6949,0.5763
STARD10,6.5314,5.3293,6.6771,8.662,6.2196,5.9551,6.4872,6.8161,4.832,6.5678,8.5193,7.4274,4.9769,6.162,6.4031,6.4793,7.5696,6.0146,6.6865,4.9769
CTBP1,6.098,6.4215,6.0889,5.1168,5.8045,6.5039,5.7312,6.0288,6.2888,5.8629,6.1599,5.3576,6.8071,5.7063,6.2192,6.2128,6.4305,5.9798,6.3586,6.8071
C10orf71,0.0014,0.0158,0.0158,0.0014,0.7787,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.099,0.0014,0.0854,0.0158,0.0014,0.0048,0.0014
ADAMTS5,1.7786,2.9709,0.5568,0.2881,0.24,2.7314,3.637,0.5568,0.1257,0.7578,0.5859,0.7233,0.1903,1.6093,4.1027,1.3311,1.1249,1.2147,1.0509,0.1903
SPAG9,4.686,5.2604,4.6542,2.8209,3.8264,3.7877,4.5374,4.6329,3.8876,3.4496,3.97,4.2289,5.0153,4.5072,3.7888,4.36,3.5066,4.2134,4.1344,5.0153
SEC13,6.1625,5.6872,5.8869,5.1766,5.9717,6.0523,5.7659,5.7892,6.3046,5.6022,6.114,4.7307,5.2177,5.7412,6.1313,5.9409,6.2172,5.8197,6.1921,5.2177
PTGS1,1.4547,1.0573,3.0884,0.9862,3.7652,2.236,2.3871,2.9636,2.3337,4.2865,3.8847,3.6646,1.6964,3.0884,1.6327,2.4103,2.8591,5.7517,3.4183,1.6964
ANTXR1,5.0849,5.9521,5.0946,1.2178,3.3758,5.5087,5.1978,4.9179,2.183,3.3178,3.3322,3.0002,3.0498,3.2609,5.0162,2.8531,4.9125,4.9256,5.8733,3.0498
RAE1,3.8441,4.1667,3.5535,2.5851,4.0808,4.1119,4.1128,3.4869,4.2343,3.7285,3.7762,2.8721,4.4142,3.7851,3.9552,3.7066,3.97,3.7751,3.9944,4.4142
RASL10A,0.3796,0.3907,0.4749,0.1903,0.1903,0.4016,1.2933,0.4447,0.346,0.2762,0.2642,0.2522,4.287,0.1776,0.5666,0.2762,0.5069,0.3907,0.8564,4.287
PHC3,2.9948,2.9571,2.6544,1.0881,2.34,2.0912,3.2692,2.5512,2.1638,4.0134,2.3926,3.6566,2.0776,3.0082,2.1541,2.728,3.0349,2.7615,2.1969,2.0776
SYNE1,5.5598,6.2872,5.1772,2.9719,2.3037,4.8953,4.3731,5.2307,3.8729,3.2651,2.9432,3.5473,5.4614,5.2269,4.9533,5.2937,3.7302,4.4169,4.3253,5.4614
RUFY1,4.8876,5.0468,4.706,3.1725,4.3897,5.0426,4.8299,4.7065,4.8753,3.7225,4.4621,3.29,3.7475,4.7872,4.8027,4.6667,4.7605,4.5442,4.9479,3.7475
SIM1,0.0014,0.0014,0.0014,0.0158,0.0218,0.0014,0.4865,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,3.2988,0.0014,2.9109,0.0014,0.0014,0.2375,0.0014
TBCD,5.8192,5.9695,5.5887,4.5011,5.2075,5.6095,5.3625,5.6565,5.6291,4.339,4.7587,4.656,5.4751,5.018,5.6044,5.3458,5.6809,5.6677,6.0235,5.4751
ALCAM,5.1114,3.9695,5.9139,3.3911,3.3946,4.0009,5.1779,6.1088,2.6278,2.9856,2.7993,3.9506,4.9519,3.6341,2.3251,3.4428,4.9237,4.0969,4.3005,4.9519
WDR37,3.0774,3.1426,2.7476,1.2483,2.3323,2.5338,2.9318,2.8055,2.7205,2.1605,2.6417,2.5924,3.9719,2.7357,2.6441,2.7433,2.4007,2.0395,2.7126,3.9719
GLIPR1L2,1.4859,1.5287,0.6879,0.3172,0.4233,1.0779,1.1577,0.7916,0.1648,0.3677,0.2277,0.2522,1.412,1.2302,1.0293,1.1161,0.9531,0.6608,0.5218,1.412
C17orf74,0.0014,0.044,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0158,0.0014,0.0014,0.0014,0.044,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.044
ELOF1,5.6459,5.5068,5.2945,4.8074,5.2352,6.0144,5.1675,5.4246,5.7919,4.8587,5.2234,3.7259,5.3356,5.0451,6.097,5.3812,5.7266,5.437,5.5723,5.3356
PDPR,3.2143,3.5832,2.7934,0.8922,2.3017,3.0515,3.4237,2.8076,2.7487,2.4601,2.7763,2.7051,2.9338,3.4849,3.222,3.2157,2.7826,2.7909,3.0055,2.9338
MCM9,2.74,2.5474,2.5124,1.115,2.1825,2.1798,2.7444,2.5263,2.1988,2.1459,2.2634,2.0325,1.7995,2.6486,1.8036,2.5641,2.5084,2.3194,2.5291,1.7995
PRAMEF6,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
DIS3L2,3.7138,4.1559,3.389,2.2237,3.4061,3.5899,3.3703,3.3883,3.2958,2.8024,3.1892,2.7594,3.3435,3.1852,3.3018,3.4075,3.533,3.4089,3.6722,3.3435
KLHL14,3.3703,0.2702,0.2154,0.03,0.0645,1.4652,0.3907,0.1776,1.0222,0.1452,0.1648,0.058,0.537,2.2911,0.8327,2.1892,0.6693,0.2029,0.1037,0.537
SLC15A1,0.1648,0.03,0.058,2.3898,0.8407,0.7579,0.1257,0.0854,0.0158,0.8123,1.9749,0.2029,0.0014,1.7029,0.7833,1.8098,1.0186,0.7916,2.1451,0.0014
BIK,1.6512,0.1519,1.4388,0.3056,2.6042,1.2333,2.6533,1.4282,2.081,2.7314,3.86,1.5415,0.1388,1.4704,0.2642,1.8201,4.0459,2.4439,3.2966,0.1388
OPN1MW3,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
SFRP5,0.099,0.2215,2.1095,2.9707,0.2029,1.2576,0.1519,2.108,0.1776,2.1508,1.2209,0.4761,0.4125,0.03,0.346,0.044,0.5266,0.3796,5.9672,0.4125
WDR49,0.1124,0.1257,1.3109,0.0014,0.4327,0.3346,0.1648,1.1833,0.0718,0.2821,0.03,0.0718,0.7058,0.2762,0.044,0.209,0.1776,0.1903,0.181,0.7058
PRSS35,0.2029,2.1029,0.96,0.1257,0.0783,1.1183,0.3115,1.0503,0.2277,0.1382,0.1257,0.044,2.0604,1.8937,0.8648,1.654,0.4645,0.6332,0.7203,2.0604
ZDBF2,1.2696,2.5361,0.9752,0.3573,0.476,1.2455,1.3679,1.0779,0.3907,0.5708,0.4865,1.0573,2.3536,1.4388,1.3679,1.1737,1.1283,1.0222,0.9511,2.3536
TEX12,0.0718,0.1776,0.099,0.03,0.0718,0.099,0.1124,0.0854,0.1124,0.0854,0.0854,0.0854,0.1648,0.0505,0.1648,0.044,0.058,0.1648,0.098,0.1648
SLC35F2,2.3019,1.9169,2.2345,0.2029,3.0959,3.1162,2.0465,2.0673,1.9415,2.2643,3.8857,2.0183,1.4228,2.6749,2.5804,2.864,4.4273,1.8801,2.544,1.4228
LIF,1.4388,0.6239,2.7604,0.6654,0.6424,1.2815,2.0218,1.9302,2.1894,0.9604,1.7142,0.7407,0.2277,1.6187,1.3956,1.8239,0.9528,3.0199,2.8988,0.2277
SPIN4,1.2576,1.6211,1.5287,0.3113,1.689,1.5064,1.5514,1.6374,0.7916,1.0642,1.5266,1.2455,1.2209,1.2576,1.4174,0.9455,1.4494,1.0151,1.3438,1.2209
MYRIP,0.7579,1.5365,0.8525,2.3309,0.4015,1.9302,1.692,0.7748,0.1903,1.4308,1.4388,2.4171,3.8729,1.1706,2.0844,1.1927,1.3539,0.7833,0.5422,3.8729
CYP4A11,0.03,0.0645,0.092,8.7086,0.0158,0.03,0.1648,0.099,0.0014,0.03,0.0014,0.1124,0.1519,5.7295,0.044,6.8984,0.03,0.044,0.098,0.1519
GSR,4.0286,4.1482,4.2327,3.7991,4.7282,3.9947,3.7762,4.1772,4.2495,4.8143,5.5768,3.7378,3.9346,5.4216,3.8043,5.3961,5.5766,4.3786,4.4862,3.9346
MAK16,2.6693,2.5755,2.4266,1.5013,2.4701,2.5852,2.9338,2.3676,2.9357,2.0827,2.0912,2.1862,2.3251,2.5646,2.3898,2.2391,2.3746,2.457,2.4907,2.3251
TOX4,4.8495,4.4122,4.6744,3.2937,5.0997,4.2854,4.8324,4.6148,4.7021,4.8629,4.8934,4.0601,4.5405,4.6531,4.443,4.6106,4.7832,4.8294,4.289,4.5405
IL17D,2.3135,2.9734,3.2103,0.209,1.8524,2.7827,2.1703,3.4034,4.0242,1.8696,2.4831,1.196,5.3803,1.0396,2.9432,0.9266,2.2275,2.5363,2.1113,5.3803
FAF1,5.0824,4.7722,4.5949,3.6939,4.9721,4.6781,5.1887,4.5318,5.2165,4.2807,4.7443,3.9691,4.5528,5.0909,4.8324,4.8977,5.0122,4.9883,4.4943,4.5528
TTC3,5.632,5.3868,4.333,3.1765,4.0035,5.1006,5.865,4.3813,4.5964,4.3372,4.178,4.9888,6.0913,5.0706,4.6736,4.9498,5.6777,4.864,4.8269,6.0913
KLK9,0.0014,0.0014,0.0014,0.0014,0.7483,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
GNGT2,1.177,1.0676,3.0071,1.0568,1.2021,1.4859,1.2271,2.9911,3.869,1.1615,1.6046,0.5859,0.9343,1.7828,2.1411,1.7006,1.1802,1.3791,3.0728,0.9343
IKBKB,4.2653,5.0153,4.1923,2.4367,3.8973,4.2072,4.6548,4.1053,4.3702,3.0645,3.5633,3.3422,2.8701,3.6018,4.0859,3.8168,4.0558,4.14,4.3768,2.8701
TMEM185A,3.5299,4.6315,3.3314,1.9453,3.4628,4.0419,3.9682,3.309,3.603,3.1933,3.2988,2.4144,3.7518,3.5614,4.0969,3.5243,4.1069,3.7825,3.7479,3.7518
EFR3A,4.4149,3.754,4.1074,3.2951,3.7329,3.839,4.2056,4.2251,3.9147,3.6849,3.8381,3.5073,4.756,4.3445,3.9346,4.0474,4.1477,4.0384,3.9835,4.756
GRB10,3.1062,3.9538,3.3455,3.2714,2.3379,3.3148,4.1078,3.2662,2.8622,2.8651,2.3308,3.3965,3.9506,4.1402,3.5851,4.2005,3.5173,3.9365,4.2897,3.9506
MGST3,7.1163,6.7533,6.9049,6.1479,6.0772,6.5848,7.0325,6.9553,7.344,6.8833,7.917,5.3716,7.1774,7.3718,7.1014,7.5086,6.9745,6.7328,7.0181,7.1774
NACC1,3.8259,2.6462,3.8743,2.5388,4.1297,3.705,3.5511,3.7182,4.251,4.4687,4.2427,4.2111,4.7772,3.7187,3.0127,4.1445,4.048,4.0627,3.7642,4.7772
APH1B,3.5287,3.0714,3.3112,1.1414,1.334,2.7139,3.38,3.3235,3.3562,2.2678,1.9786,1.5415,2.7615,3.1821,2.7572,2.8052,3.4257,2.7508,3.5689,2.7615
FOXP2,2.4675,2.293,1.2359,0.7407,1.4756,1.6695,1.3623,1.2993,0.03,2.154,1.8036,1.6604,1.5366,1.3791,2.3194,1.0608,1.1769,1.7097,0.8492,1.5366
CRAMP1,2.7029,3.6048,2.4212,0.532,2.219,2.4754,2.8701,2.4544,1.9111,2.3153,2.0465,2.4831,2.8602,1.9489,2.3621,2.1905,2.3125,2.2452,2.3321,2.8602
ERCC4,1.6187,1.5782,1.4119,0.7102,1.2992,1.5115,1.9339,1.5266,1.3791,1.3983,1.0503,1.2756,1.5854,1.768,1.5902,1.5038,1.6558,1.3397,1.3557,1.5854
ANKRD30B,0.0158,0.0014,0.0014,0.0014,0.0014,0.0014,0.7664,0.0014,0.0854,0.0014,0.058,0.0158,0.537,0.03,0.0014,0.0158,0.0158,0.0014,0.0505,0.537
KLF8,1.6374,3.3654,2.1638,0.2581,2.8393,1.8403,3.0199,2.0878,0.6425,1.3623,1.0363,1.3225,1.1381,1.7994,2.0604,1.7723,1.5988,1.8801,1.6185,1.1381
MRPS18C,4.7613,4.2522,4.4368,4.2925,4.6436,4.927,4.6433,4.4738,5.3879,4.4644,4.711,3.4842,4.4614,4.5104,4.8783,4.4223,4.1318,4.3392,4.629,4.4614
AKR1C3,2.9857,3.6759,4.9338,6.1995,4.5044,4.371,6.0549,5.0379,1.1706,7.0127,6.7292,4.6282,2.8076,6.0385,5.2732,6.2979,2.4544,6.1425,5.9533,2.8076
AURKA,1.177,1.4858,1.3454,0.7954,2.3012,0.9789,1.196,1.412,3.958,2.1548,3.2389,1.1577,0.7748,1.2815,0.7058,1.2576,0.9076,1.4652,1.6008,0.7748
CCDC105,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.03,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.03
DIO3,0.4761,3.6799,0.527,0.2029,0.4084,1.8403,0.6969,0.517,0.24,0.1838,1.0007,0.1519,0.5271,0.1257,2.7051,0.1519,0.8205,1.1447,1.6205,0.5271
PARK2,1.2637,1.2363,0.8608,0.5714,0.7956,1.2576,1.5563,0.8805,0.9494,1.0691,0.9716,1.1316,2.8055,3.0287,1.3956,3.1602,1.2576,1.3846,0.692,2.8055
MAGEA3,0.0014,0.0014,0.0158,0.0014,0.0158,0.0014,0.0014,0.0014,5.2134,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.03,0.0014,0.0014
CCNC,5.3023,4.2076,4.5671,4.2025,4.8965,4.287,5.0531,4.6554,3.8983,4.195,4.533,4.2173,4.0781,5.1328,4.1899,4.8912,5.0202,4.347,4.6365,4.0781
NOG,0.3115,0.044,0.4393,0.03,0.1642,0.4016,0.2277,0.6425,0.7579,0.1648,0.099,0.1124,1.1447,0.24,0.24,0.2939,0.4233,0.1648,0.5893,1.1447
OTP,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0158,0.0014,0.0014,0.0014,0.0014,0.0014,0.0048,0.0158
AMY2B,3.3134,5.1496,2.3981,1.962,1.0537,3.3773,3.4304,2.3676,2.0218,1.0468,1.6327,1.7142,3.2002,1.5806,2.6161,2.2946,1.6671,1.9895,3.9995,3.2002
RERGL,2.1345,2.7815,1.4834,0.5811,0.6097,3.1377,3.6242,1.0848,0.1124,1.2961,2.2144,1.0983,2.8321,3.3773,3.9327,3.0233,1.5489,2.2238,1.243,2.8321
SFXN3,3.1812,4.7181,4.6767,1.5636,2.3047,3.86,4.2242,4.5916,4.5349,3.4553,3.0961,2.8799,5.0063,3.6236,4.0322,3.7871,3.5155,3.5111,5.1298,5.0063
CDKN1B,4.9668,5.259,4.6062,3.5275,4.1292,5.1417,4.9832,4.811,4.7071,3.8364,4.7231,2.9394,4.9932,4.4602,4.8982,4.2866,4.745,4.2296,4.3791,4.9932
RFX5,4.2973,3.5356,4.164,1.8383,3.315,3.8531,3.8187,4.1836,5.437,3.7575,3.6066,3.0654,3.6347,4.0449,3.7741,3.867,3.8734,3.8421,4.4163,3.6347
CDCA3,0.9789,2.2405,0.8999,0.434,2.76,1.0007,1.1183,0.8961,4.0825,2.8137,3.141,1.1117,1.196,0.7748,0.7058,0.8205,0.8407,1.4756,1.9311,1.196
NSMCE4A,4.7437,5.6977,4.3038,3.7625,3.9209,4.7061,5.0977,4.3848,4.4634,4.4094,4.6871,4.0952,3.5448,3.7275,4.7165,3.9515,4.8479,4.5766,4.6786,3.5448
RTP2,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
CRLF3,2.0183,2.1909,3.0918,1.0982,2.7381,2.2753,2.8857,3.0585,3.6078,2.1957,2.8877,1.6234,1.9073,2.0342,1.9073,1.8837,2.0358,2.2543,2.6654,1.9073
IGFBP6,5.4922,7.7739,4.6097,2.2841,5.5532,6.8245,6.8038,4.6944,3.3856,5.241,5.5604,4.8038,4.2025,4.5915,8.3004,4.764,6.2041,6.9467,5.0747,4.2025
TMEM222,5.2138,4.9726,4.8556,4.1359,4.4475,5.1107,4.7187,4.864,4.8739,4.4323,4.4964,3.4882,5.1779,4.8156,5.3078,5.0734,5.4358,4.6422,4.8319,5.1779
KIAA0196,4.0567,3.5479,3.869,2.5873,3.6113,3.8421,4.3498,3.8729,4.865,3.5754,3.9223,3.4291,3.7028,4.0846,3.8531,3.9487,3.9769,3.7335,4.0249,3.7028
DIP2C,2.3621,3.1701,2.2632,1.7009,1.6466,2.9911,3.1295,2.3222,3.2002,2.0791,2.0254,1.8242,3.7432,3.0127,3.0995,3.3256,2.8789,2.5683,2.5603,3.7432
TAF10,6.6442,5.9173,6.3632,5.8973,6.3233,6.4301,6.2875,6.4265,7.443,6.657,6.7201,5.5255,6.1062,6.1263,6.5868,6.2933,6.6284,6.4131,7.0333,6.1062
P2RY2,2.83,0.3958,1.9206,0.7621,3.8279,0.7579,1.6234,2.0465,0.1257,0.8361,2.6556,0.732,0.4447,0.9342,0.7146,1.0538,1.0395,1.8363,1.3201,0.4447
WDTC1,4.8748,4.4696,4.8079,3.201,4.3643,4.5129,4.8778,4.7888,4.2457,4.4516,4.6594,4.3986,4.5742,4.8179,4.1178,4.9989,4.8087,4.4628,4.5688,4.5742
C14orf1,4.3931,3.9496,4.4435,4.3331,3.9547,4.2631,3.7825,4.5815,4.101,3.8476,3.7507,2.4332,3.5887,4.0184,3.9919,3.9285,4.6052,3.66,3.9883,3.5887
CHPF2,3.8106,3.5933,3.891,2.7805,3.4161,3.8973,3.637,3.7582,4.0384,3.5274,4.0471,3.0791,3.7237,3.2174,4.0392,3.5982,4.0352,3.8095,4.5667,3.7237
ING2,3.8259,4.7431,3.4196,2.3251,3.3541,3.1812,3.3689,3.445,3.2811,3.0001,3.2096,2.6302,2.9338,3.2654,2.971,3.2364,3.3717,3.1636,3.4405,2.9338
ZNF735,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
TRIM10,0.0014,0.0014,0.0158,0.6517,0.0014,0.0014,0.0014,0.03,0.0158,0.1124,1.2333,0.0158,0.0158,0.8648,0.0014,1.2233,0.0014,0.0014,0.0661,0.0158
LRRC53,0.0014,0.0158,0.0014,0.0014,0.0014,0.0158,0.0014,0.0014,0.0014,0.0014,0.0158,0.0014,0.3231,0.0014,0.0014,0.0014,0.0014,0.0014,0.0048,0.3231
PON3,2.6647,4.2676,4.2758,7.6664,0.5859,0.7916,2.4252,4.5747,0.3796,0.7493,1.4859,0.6879,0.6879,1.6627,1.0503,1.8178,0.8924,0.4865,1.4137,0.6879
LHB,0.044,0.2878,0.1321,0.0014,0.0718,0.1903,0.1519,0.1257,0.3573,0.0854,0.0014,0.2522,0.0014,0.0783,0.0014,0.1055,0.0014,0.0718,0.5673,0.0014
PIWIL3,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
GSTT2,0.7664,0.5907,0.4447,0.374,0.2215,0.6239,0.346,0.679,0.6145,0.1124,0.1257,0.1124,1.1447,0.3571,0.1124,0.7102,1.1766,0.4967,0.263,1.1447
RXFP3,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.24,0.0014,0.0014,0.0014,0.0014,0.0014,0.0066,0.24
FAM71D,0.099,0.1776,0.03,0.03,0.03,0.044,0.058,0.03,0.03,0.1711,0.03,0.099,0.0718,0.03,0.03,0.03,0.0363,0.03,0.0264,0.0718
UBE2S,3.8064,3.2878,3.6905,2.2421,4.5531,3.8896,3.1781,3.3046,5.9556,4.2956,4.215,2.8562,4.8309,3.1052,4.0419,3.455,3.9117,4.7154,3.8579,4.8309
MRTO4,3.6148,3.9247,3.3965,2.6533,4.1651,4.2142,3.9589,3.3605,4.5293,3.041,3.6018,2.667,4.5478,3.2654,4.0189,3.2878,3.868,3.84,3.8565,4.5478
GNA15,0.7664,0.6698,3.6571,0.7407,5.9751,1.2085,2.2573,3.4804,2.7227,1.9348,1.683,1.2637,1.8604,0.7832,1.4962,0.7766,3.2757,4.6259,2.7118,1.8604
