,Purity,type
TCGA-A2-A0EN-01,0.451035783333,BRCA
TCGA-A2-A0EO-01,0.482557309408,BRCA
TCGA-A2-A0EP-01,0.24175945649,BRCA
TCGA-A2-A0EQ-01,0.414965,BRCA
TCGA-A2-A0ER-01,0.686695111494,BRCA
TCGA-A2-A0ES-01,0.431312353173,BRCA
TCGA-A2-A0ET-01,0.690472405296,BRCA
TCGA-A2-A0EU-01,0.700267523385,BRCA
TCGA-A2-A0EV-01,0.480108866667,BRCA
TCGA-A2-A0EW-01,0.359960091667,BRCA
TCGA-A2-A0EX-01,0.488450010389,BRCA
TCGA-A2-A0EY-01,0.469586479031,BRCA
TCGA-A2-A0ST-01,0.38273859942,BRCA
TCGA-A2-A0SU-01,0.548207929043,BRCA
TCGA-A2-A0SV-01,0.602111150993,BRCA
TCGA-A2-A0SW-01,0.400283008333,BRCA
TCGA-A2-A0SX-01,0.469694880057,BRCA
TCGA-A2-A0SY-01,0.554121575993,BRCA
TCGA-A2-A0T0-01,0.513852491667,BRCA
TCGA-A2-A0T1-01,0.319092219145,BRCA
TCGA-A2-A0T2-01,0.705191149792,BRCA
TCGA-A2-A0T3-01,0.692167728992,BRCA
TCGA-A2-A0T4-01,0.466548669776,BRCA
TCGA-A2-A0T5-01,0.549487575988,BRCA
TCGA-A2-A0T6-01,0.438364487103,BRCA
TCGA-A2-A0T7-01,0.545138732227,BRCA
TCGA-A2-A0YC-01,0.562863544264,BRCA
TCGA-A2-A0YD-01,0.413567425,BRCA
TCGA-A2-A0YE-01,0.736310930435,BRCA
TCGA-A2-A0YF-01,0.689441008333,BRCA
TCGA-A2-A0YG-01,0.638649355504,BRCA
TCGA-A2-A0YH-01,0.381426116667,BRCA
TCGA-A2-A0YI-01,0.430265241667,BRCA
TCGA-A2-A0YJ-01,0.701029175,BRCA
TCGA-A2-A0YK-01,0.238778481919,BRCA
TCGA-A2-A0YL-01,0.26472025,BRCA
TCGA-A2-A0YM-01,0.612516791667,BRCA
TCGA-A2-A0YT-01,0.693410691667,BRCA
TCGA-A2-A1FV-01,0.77965655,BRCA
TCGA-A2-A1FW-01,0.737729466667,BRCA
TCGA-A2-A1FX-01,0.62318725,BRCA
TCGA-A2-A1FZ-01,0.435000123733,BRCA
TCGA-A2-A1G0-01,0.434034991667,BRCA
TCGA-A2-A1G1-01,0.370504187892,BRCA
TCGA-A2-A1G4-01,0.715394883333,BRCA
TCGA-A2-A1G6-01,0.428405723732,BRCA
TCGA-A2-A259-01,0.456216983333,BRCA
TCGA-A2-A25A-01,0.263933311244,BRCA
TCGA-A2-A25B-01,0.499340435866,BRCA
TCGA-A2-A25C-01,0.505152866667,BRCA
TCGA-A2-A25D-01,0.512114966667,BRCA
TCGA-A2-A25E-01,0.641470233333,BRCA
TCGA-A2-A25F-01,0.341550816526,BRCA
TCGA-A2-A3KC-01,0.482976575,BRCA
TCGA-A2-A3KD-01,0.445036301198,BRCA
TCGA-A2-A3XS-01,0.620268552454,BRCA
TCGA-A2-A3XT-01,0.407016508333,BRCA
TCGA-A2-A3XU-01,0.822767383333,BRCA
TCGA-A2-A3XV-01,0.537884686924,BRCA
TCGA-A2-A3XW-01,0.348700404446,BRCA
TCGA-A2-A3XX-01,0.498133633333,BRCA
TCGA-A2-A3XY-01,0.483894283723,BRCA
TCGA-A2-A3XZ-01,0.423755391667,BRCA
TCGA-A2-A3Y0-01,0.465668616667,BRCA
