,Purity,type
TCGA-OK-A5Q2-01,0.385973434298,BRCA
TCGA-OL-A5D6-01,0.44375195,BRCA
TCGA-OL-A5D7-01,0.53002674605,BRCA
TCGA-OL-A5D8-01,0.71174175,BRCA
TCGA-OL-A5DA-01,0.53847749266,BRCA
TCGA-OL-A5RU-01,0.368777416667,BRCA
TCGA-OL-A5RV-01,0.454690566667,BRCA
TCGA-OL-A5RW-01,0.731863069165,BRCA
TCGA-OL-A5RX-01,0.446838620628,BRCA
TCGA-OL-A5RY-01,0.238678048685,BRCA
TCGA-OL-A5RZ-01,0.623117293801,BRCA
TCGA-OL-A5S0-01,0.440218791667,BRCA
TCGA-OL-A66H-01,0.461504508333,BRCA
TCGA-OL-A66I-01,0.3418396,BRCA
TCGA-OL-A66J-01,0.542144075,BRCA
TCGA-OL-A66K-01,0.540588875,BRCA
TCGA-OL-A66L-01,0.48656628547,BRCA
TCGA-OL-A66N-01,0.359694775,BRCA
TCGA-OL-A66O-01,0.700449868988,BRCA
TCGA-OL-A66P-01,0.263801315252,BRCA
TCGA-OL-A6VO-01,0.749487695686,BRCA
TCGA-OL-A6VQ-01,0.338962994788,BRCA
TCGA-OL-A6VR-01,0.752666537089,BRCA
TCGA-OL-A97C-01,0.495040825354,BRCA
TCGA-PE-A5DC-01,0.656520843197,BRCA
TCGA-PE-A5DD-01,0.591185179468,BRCA
TCGA-PE-A5DE-01,0.340185096025,BRCA
TCGA-PL-A8LV-01,0.571591733097,BRCA
TCGA-PL-A8LX-01,0.670262257245,BRCA
TCGA-PL-A8LY-01,0.512643380835,BRCA
TCGA-PL-A8LZ-01,0.30563310554,BRCA
TCGA-S3-A6ZF-01,0.505921283333,BRCA
TCGA-S3-A6ZG-01,0.716713866536,BRCA
TCGA-S3-A6ZH-01,0.62503354987,BRCA
TCGA-S3-AA0Z-01,0.736139540974,BRCA
TCGA-S3-AA10-01,0.480946323627,BRCA
TCGA-S3-AA11-01,0.628747260518,BRCA
TCGA-S3-AA12-01,0.758223189644,BRCA
TCGA-S3-AA14-01,0.619635058328,BRCA
TCGA-S3-AA15-01,0.208661801957,BRCA
TCGA-S3-AA17-01,0.330131463059,BRCA
TCGA-UL-AAZ6-01,0.677283999316,BRCA
TCGA-UU-A93S-01,0.576652813615,BRCA
TCGA-V7-A7HQ-01,0.532266376016,BRCA
TCGA-W8-A86G-01,0.437866669997,BRCA
TCGA-WT-AB41-01,0.454263369149,BRCA
TCGA-WT-AB44-01,0.574849758891,BRCA
TCGA-XX-A899-01,0.332093440306,BRCA
TCGA-XX-A89A-01,0.408349797107,BRCA
TCGA-Z7-A8R5-01,0.307703320843,BRCA
TCGA-Z7-A8R6-01,0.667945537117,BRCA
TCGA-3L-AA1B-01,0.551713450685,CRC
TCGA-4N-A93T-01,0.778583195352,CRC
TCGA-4T-AA8H-01,0.738008801316,CRC
TCGA-5M-AAT4-01,0.688105181228,CRC
TCGA-5M-AAT5-01,0.78796658515,CRC
TCGA-5M-AAT6-01,0.556967587375,CRC
TCGA-5M-AATA-01,0.580537920289,CRC
TCGA-5M-AATE-01,0.729783544196,CRC
TCGA-A6-2674-01,0.32803775,CRC
TCGA-A6-2675-01,0.464102407389,CRC
TCGA-A6-2677-01,0.759167673245,CRC
TCGA-A6-2684-01,0.476083741356,CRC
TCGA-A6-2685-01,0.364145991667,CRC
TCGA-A6-2686-01,0.49261950016,CRC
TCGA-A6-3809-01,0.422876294632,CRC
TCGA-A6-3810-01,0.594663790036,CRC
TCGA-A6-4105-01,0.575338213784,CRC
TCGA-A6-5656-01,0.778914246657,CRC
TCGA-A6-5657-01,0.55343450016,CRC
TCGA-A6-5659-01,0.665295339775,CRC
TCGA-A6-5660-01,0.665223730868,CRC
TCGA-A6-5661-01,0.529173725,CRC
TCGA-A6-5662-01,0.81763685,CRC
TCGA-A6-5664-01,0.336484791667,CRC
TCGA-A6-5665-01,0.683090387018,CRC
TCGA-A6-5666-01,0.756122208604,CRC
TCGA-A6-5667-01,0.702278329392,CRC
TCGA-A6-6137-01,0.547347963921,CRC
TCGA-A6-6138-01,0.519949741858,CRC
TCGA-A6-6141-01,0.478723091667,CRC
TCGA-A6-6142-01,0.4826009,CRC
TCGA-A6-6648-01,0.605188261749,CRC
TCGA-A6-6649-01,0.5706770719,CRC
TCGA-A6-6650-01,0.740988717978,CRC
TCGA-A6-6651-01,0.428636016667,CRC
TCGA-A6-6652-01,0.801956235339,CRC
TCGA-A6-6653-01,0.705598761615,CRC
TCGA-A6-6654-01,0.327903016667,CRC
TCGA-A6-6780-01,0.501558791667,CRC
TCGA-A6-6781-01,0.355878633333,CRC
TCGA-A6-6782-01,0.491404908333,CRC
TCGA-A6-A565-01,0.264666416949,CRC
TCGA-A6-A566-01,0.284813108333,CRC
TCGA-A6-A567-01,0.629493801836,CRC
TCGA-A6-A56B-01,0.68934845855,CRC
TCGA-AA-3489-01,0.315660983333,CRC
TCGA-AA-3492-01,0.664969506703,CRC
TCGA-AA-3496-01,0.646383143052,CRC
TCGA-AA-3502-01,0.758236745993,CRC
TCGA-AA-3506-01,0.530351998169,CRC
TCGA-AA-3511-01,0.656279359898,CRC
TCGA-AA-3526-01,0.671895954095,CRC
TCGA-AA-3655-01,0.711515683046,CRC
TCGA-AA-3660-01,0.734740501887,CRC
TCGA-AA-3662-01,0.662348697733,CRC
TCGA-AA-3663-01,0.599153570496,CRC
TCGA-AA-3675-01,0.668090848457,CRC
TCGA-AA-3685-01,0.652404866817,CRC
TCGA-AA-3697-01,0.631374218232,CRC
TCGA-AA-3712-01,0.72330892192,CRC
TCGA-AA-3713-01,0.47860039351,CRC
TCGA-AA-A01P-01,0.286604825,CRC
TCGA-AA-A01X-01,0.776522727566,CRC
TCGA-AA-A01Z-01,0.793369475,CRC
TCGA-AA-A02Y-01,0.723537236679,CRC
TCGA-AD-5900-01,0.544666320915,CRC
TCGA-AD-6548-01,0.507795333333,CRC
TCGA-AD-6888-01,0.657993962037,CRC
TCGA-AD-6889-01,0.789387100271,CRC
TCGA-AD-6890-01,0.571791913194,CRC
TCGA-AD-6895-01,0.523636115707,CRC
TCGA-AD-6899-01,0.519518674118,CRC
TCGA-AD-6901-01,0.532958303333,CRC
TCGA-AD-6963-01,0.448780883333,CRC
TCGA-AD-6964-01,0.412009058494,CRC
TCGA-AD-6965-01,0.787639549618,CRC
TCGA-AD-A5EJ-01,0.599186407374,CRC
TCGA-AD-A5EK-01,0.779365191667,CRC
TCGA-AM-5820-01,0.712022202626,CRC
TCGA-AM-5821-01,0.474263366667,CRC
TCGA-AU-3779-01,0.628409393933,CRC
TCGA-AU-6004-01,0.391461091667,CRC
TCGA-AY-5543-01,0.665098095913,CRC
TCGA-AY-6196-01,0.335043525,CRC
TCGA-AY-6197-01,0.642495580277,CRC
TCGA-AY-6386-01,0.6052112,CRC
TCGA-AY-A54L-01,0.625980559785,CRC
TCGA-AY-A69D-01,0.763900197495,CRC
TCGA-AY-A71X-01,0.704128294773,CRC
TCGA-AY-A8YK-01,0.764130421936,CRC
TCGA-AZ-4315-01,0.554008863338,CRC
TCGA-AZ-4323-01,0.328344229014,CRC
TCGA-AZ-4614-01,0.797255683333,CRC
TCGA-AZ-4615-01,0.569817243803,CRC
TCGA-AZ-4616-01,0.523716233333,CRC
TCGA-AZ-4682-01,0.686174433333,CRC
TCGA-AZ-5403-01,0.571428908225,CRC
TCGA-AZ-5407-01,0.514148127002,CRC
TCGA-AZ-6598-01,0.695145057862,CRC
TCGA-AZ-6599-01,0.79137770983,CRC
TCGA-AZ-6600-01,0.605001837662,CRC
TCGA-AZ-6601-01,0.493744686619,CRC
TCGA-AZ-6603-01,0.635614516954,CRC
TCGA-AZ-6605-01,0.324366154601,CRC
TCGA-AZ-6606-01,0.718002390994,CRC
TCGA-AZ-6607-01,0.542598925,CRC
TCGA-AZ-6608-01,0.821685632072,CRC
TCGA-CA-5254-01,0.712666031202,CRC
TCGA-CA-5255-01,0.485689004601,CRC
TCGA-CA-5256-01,0.711869006247,CRC
TCGA-CA-5796-01,0.689820242426,CRC
TCGA-CA-5797-01,0.681884658333,CRC
TCGA-CA-6715-01,0.82552155,CRC
TCGA-CA-6716-01,0.745810410365,CRC
TCGA-CA-6717-01,0.32064245,CRC
TCGA-CA-6718-01,0.421063866667,CRC
TCGA-CA-6719-01,0.594806481989,CRC
TCGA-CK-4947-01,0.660097466667,CRC
TCGA-CK-4948-01,0.52484050934,CRC
TCGA-CK-4950-01,0.417197155672,CRC
TCGA-CK-4951-01,0.474091561749,CRC
TCGA-CK-4952-01,0.804059921936,CRC
TCGA-CK-5912-01,0.700503751726,CRC
TCGA-CK-5913-01,0.624168018737,CRC
TCGA-CK-5914-01,0.636257841264,CRC
TCGA-CK-5915-01,0.813238048438,CRC
TCGA-CK-5916-01,0.479033670498,CRC
TCGA-CK-6746-01,0.677920225,CRC
TCGA-CK-6747-01,0.704008161749,CRC
TCGA-CK-6748-01,0.641479721913,CRC
TCGA-CK-6751-01,0.586122420064,CRC
TCGA-CM-4743-01,0.529909481225,CRC
TCGA-CM-4744-01,0.6866964393,CRC
TCGA-CM-4747-01,0.536268799352,CRC
TCGA-CM-4751-01,0.4568542,CRC
TCGA-CM-5344-01,0.603981683494,CRC
TCGA-CM-5348-01,0.503473729342,CRC
TCGA-CM-5349-01,0.478499469737,CRC
TCGA-CM-5860-01,0.585141648369,CRC
TCGA-CM-5861-01,0.7013896,CRC
TCGA-CM-5862-01,0.753634934768,CRC
TCGA-CM-5863-01,0.387217666667,CRC
TCGA-CM-5864-01,0.666420893249,CRC
TCGA-CM-5868-01,0.663000541667,CRC
TCGA-CM-6161-01,0.517376645179,CRC
TCGA-CM-6162-01,0.460933126371,CRC
TCGA-CM-6163-01,0.511042420865,CRC
TCGA-CM-6164-01,0.633647721433,CRC
TCGA-CM-6165-01,0.652151195203,CRC
TCGA-CM-6166-01,0.710637233333,CRC
TCGA-CM-6167-01,0.514568333333,CRC
TCGA-CM-6168-01,0.422331443933,CRC
TCGA-CM-6169-01,0.652325675,CRC
TCGA-CM-6170-01,0.608052728446,CRC
TCGA-CM-6171-01,0.712885333333,CRC
TCGA-CM-6172-01,0.646249504504,CRC
TCGA-CM-6674-01,0.53316486024,CRC
TCGA-CM-6675-01,0.801867220227,CRC
TCGA-CM-6676-01,0.666136725,CRC
TCGA-CM-6677-01,0.553163292094,CRC
TCGA-CM-6678-01,0.657496754246,CRC
TCGA-CM-6679-01,0.502155580604,CRC
TCGA-CM-6680-01,0.604111802962,CRC
TCGA-D5-5537-01,0.699383656407,CRC
TCGA-D5-5538-01,0.589459905474,CRC
TCGA-D5-5539-01,0.576726667923,CRC
TCGA-D5-5540-01,0.78732002227,CRC
TCGA-D5-5541-01,0.638874041263,CRC
TCGA-D5-6529-01,0.426491491667,CRC
TCGA-D5-6530-01,0.583319558506,CRC
TCGA-D5-6531-01,0.658455045083,CRC
TCGA-D5-6532-01,0.759014506244,CRC
TCGA-D5-6533-01,0.637841017558,CRC
TCGA-D5-6534-01,0.308195783333,CRC
TCGA-D5-6535-01,0.735122843805,CRC
TCGA-D5-6536-01,0.636871196513,CRC
TCGA-D5-6537-01,0.746521558333,CRC
TCGA-D5-6538-01,0.906605113856,CRC
TCGA-D5-6539-01,0.393694004258,CRC
TCGA-D5-6540-01,0.593804552118,CRC
TCGA-D5-6541-01,0.549593624809,CRC
TCGA-D5-6898-01,0.573097315951,CRC
TCGA-D5-6920-01,0.61760323483,CRC
TCGA-D5-6922-01,0.602022110502,CRC
TCGA-D5-6923-01,0.547297833184,CRC
TCGA-D5-6924-01,0.542385859704,CRC
TCGA-D5-6926-01,0.564990566667,CRC
TCGA-D5-6927-01,0.434501025,CRC
TCGA-D5-6928-01,0.372083701386,CRC
TCGA-D5-6929-01,0.53123685,CRC
TCGA-D5-6930-01,0.432584708494,CRC
TCGA-D5-6931-01,0.596581993673,CRC
TCGA-D5-6932-01,0.637705575,CRC
TCGA-D5-7000-01,0.591099495642,CRC
TCGA-DM-A0X9-01,0.732593225,CRC
TCGA-DM-A0XD-01,0.638665141667,CRC
TCGA-DM-A0XF-01,0.612513061779,CRC
TCGA-DM-A1D0-01,0.838365683333,CRC
TCGA-DM-A1D4-01,0.776840266667,CRC
TCGA-DM-A1D7-01,0.627140359898,CRC
TCGA-DM-A1D8-01,0.689975123131,CRC
TCGA-DM-A1D9-01,0.779770182277,CRC
TCGA-DM-A1DA-01,0.823166803962,CRC
TCGA-DM-A1DB-01,0.786142654821,CRC
TCGA-DM-A1HA-01,0.907248153925,CRC
TCGA-DM-A1HB-01,0.556710798002,CRC
TCGA-DM-A280-01,0.495447966667,CRC
TCGA-DM-A282-01,0.656904490566,CRC
TCGA-DM-A285-01,0.580096743128,CRC
TCGA-DM-A288-01,0.740418035221,CRC
TCGA-DM-A28A-01,0.734758605263,CRC
TCGA-DM-A28C-01,0.767381131223,CRC
TCGA-DM-A28E-01,0.768081259898,CRC
TCGA-DM-A28F-01,0.708383318208,CRC
TCGA-DM-A28G-01,0.669715391667,CRC
TCGA-DM-A28H-01,0.812020207952,CRC
TCGA-DM-A28K-01,0.751248925,CRC
TCGA-DM-A28M-01,0.714255160045,CRC
TCGA-F4-6459-01,0.607025201496,CRC
TCGA-F4-6460-01,0.656075866667,CRC
TCGA-F4-6461-01,0.560651759551,CRC
TCGA-F4-6463-01,0.512694018805,CRC
TCGA-F4-6569-01,0.510083433333,CRC
TCGA-F4-6570-01,0.52023969789,CRC
TCGA-F4-6703-01,0.260282581242,CRC
TCGA-F4-6704-01,0.408640991667,CRC
TCGA-F4-6805-01,0.443910390354,CRC
TCGA-F4-6806-01,0.553194666287,CRC
TCGA-F4-6807-01,0.46668317516,CRC
TCGA-F4-6808-01,0.694619913444,CRC
TCGA-F4-6809-01,0.447934458333,CRC
TCGA-F4-6854-01,0.600436933127,CRC
TCGA-F4-6855-01,0.54379393357,CRC
TCGA-F4-6856-01,0.567072072204,CRC
TCGA-G4-6293-01,0.544807039368,CRC
TCGA-G4-6294-01,0.791000663258,CRC
TCGA-G4-6295-01,0.704043011619,CRC
TCGA-G4-6297-01,0.6274206739,CRC
TCGA-G4-6298-01,0.54375445016,CRC
TCGA-G4-6299-01,0.596409373573,CRC
TCGA-G4-6302-01,0.332823816667,CRC
TCGA-G4-6303-01,0.728971305222,CRC
TCGA-G4-6304-01,0.481278072561,CRC
TCGA-G4-6306-01,0.748005871488,CRC
TCGA-G4-6307-01,0.773460636672,CRC
TCGA-G4-6309-01,0.737002083333,CRC
TCGA-G4-6310-01,0.662492890196,CRC
TCGA-G4-6311-01,0.576657408333,CRC
TCGA-G4-6314-01,0.602463641667,CRC
TCGA-G4-6315-01,0.608067190566,CRC
TCGA-G4-6317-01,0.72438545,CRC
TCGA-G4-6320-01,0.571066466667,CRC
TCGA-G4-6321-01,0.471271525,CRC
TCGA-G4-6322-01,0.747220425,CRC
TCGA-G4-6586-01,0.647364729467,CRC
TCGA-G4-6588-01,0.58889840144,CRC
TCGA-G4-6625-01,0.466485535437,CRC
TCGA-G4-6626-01,0.706168737319,CRC
TCGA-G4-6627-01,0.339172982021,CRC
TCGA-G4-6628-01,0.449933866667,CRC
TCGA-NH-A50T-01,0.793610594353,CRC
TCGA-NH-A50U-01,0.7518354746,CRC
TCGA-NH-A50V-01,0.563810475697,CRC
TCGA-NH-A5IV-01,0.549982623481,CRC
TCGA-NH-A6GA-01,0.716901338456,CRC
TCGA-NH-A6GB-01,0.626934450947,CRC
TCGA-NH-A6GC-01,0.703951741391,CRC
TCGA-NH-A8F7-01,0.737699385949,CRC
TCGA-NH-A8F8-01,0.616972517635,CRC
TCGA-QG-A5YV-01,0.697060289705,CRC
TCGA-QG-A5YW-01,0.693427584481,CRC
TCGA-QG-A5YX-01,0.814706508333,CRC
TCGA-QG-A5Z1-01,0.691172433333,CRC
TCGA-QG-A5Z2-01,0.520263474879,CRC
TCGA-QL-A97D-01,0.66341849477,CRC
TCGA-RU-A8FL-01,0.619292575411,CRC
TCGA-SS-A7HO-01,0.859717544622,CRC
TCGA-T9-A92H-01,0.756239451209,CRC
TCGA-WS-AB45-01,0.232813947908,CRC
TCGA-AF-2687-01,0.490444833333,CRC
TCGA-AF-2690-01,0.403878293038,CRC
TCGA-AF-2693-01,0.649358116667,CRC
TCGA-AF-3911-01,0.711745092983,CRC
TCGA-AF-4110-01,0.500776060945,CRC
TCGA-AF-5654-01,0.715513654963,CRC
TCGA-AF-6136-01,0.664329186749,CRC
TCGA-AF-6655-01,0.545164135584,CRC
TCGA-AF-6672-01,0.744761683333,CRC
TCGA-AF-A56K-01,0.479488670116,CRC
TCGA-AF-A56L-01,0.609552242674,CRC
TCGA-AF-A56N-01,0.667270568129,CRC
TCGA-AG-3591-01,0.783898721488,CRC
TCGA-AG-3592-01,0.663864589035,CRC
TCGA-AG-3725-01,0.769509315167,CRC
TCGA-AG-3731-01,0.4640288356,CRC
TCGA-AG-3732-01,0.646104566667,CRC
TCGA-AG-3742-01,0.709847085057,CRC
TCGA-AG-4021-01,0.756963514525,CRC
TCGA-AG-4022-01,0.613775301259,CRC
TCGA-AH-6544-01,0.577383708494,CRC
TCGA-AH-6547-01,0.497920483333,CRC
TCGA-AH-6643-01,0.696807258773,CRC
TCGA-AH-6644-01,0.582151798369,CRC
TCGA-AH-6897-01,0.766724367887,CRC
TCGA-AH-6903-01,0.658054616817,CRC
TCGA-BM-6198-01,0.574897836749,CRC
TCGA-CI-6619-01,0.455746666061,CRC
TCGA-CI-6620-01,0.616947680398,CRC
TCGA-CI-6621-01,0.601678477685,CRC
TCGA-CI-6622-01,0.65082931258,CRC
TCGA-CI-6623-01,0.552745725636,CRC
TCGA-CI-6624-01,0.419430184292,CRC
TCGA-CL-4957-01,0.782681741667,CRC
TCGA-CL-5917-01,0.772337357905,CRC
TCGA-CL-5918-01,0.797077978901,CRC
TCGA-DC-4745-01,0.717373406304,CRC
TCGA-DC-4749-01,0.748568851241,CRC
TCGA-DC-5337-01,0.672704308333,CRC
TCGA-DC-5869-01,0.590373585334,CRC
TCGA-DC-6154-01,0.76293375,CRC
TCGA-DC-6155-01,0.683623307953,CRC
TCGA-DC-6157-01,0.787153561672,CRC
TCGA-DC-6158-01,0.545175448971,CRC
TCGA-DC-6160-01,0.671587440485,CRC
TCGA-DC-6681-01,0.558618318232,CRC
TCGA-DC-6682-01,0.599382850436,CRC
TCGA-DC-6683-01,0.647403,CRC
TCGA-DT-5265-01,0.574336795711,CRC
TCGA-DY-A0XA-01,0.669181702882,CRC
TCGA-DY-A1DC-01,0.66257153856,CRC
TCGA-DY-A1DD-01,0.824682883333,CRC
TCGA-DY-A1DF-01,0.848366278343,CRC
TCGA-DY-A1DG-01,0.874247166808,CRC
TCGA-DY-A1H8-01,0.845826058333,CRC
TCGA-EF-5830-01,0.763884730628,CRC
TCGA-EI-6506-01,0.501233396957,CRC
TCGA-EI-6507-01,0.512281734879,CRC
TCGA-EI-6508-01,0.681893997389,CRC
TCGA-EI-6509-01,0.754807711521,CRC
TCGA-EI-6510-01,0.746459941667,CRC
TCGA-EI-6511-01,0.626789164295,CRC
TCGA-EI-6512-01,0.753148058212,CRC
TCGA-EI-6513-01,0.754849146789,CRC
TCGA-EI-6514-01,0.688132199006,CRC
TCGA-EI-6881-01,0.65170583627,CRC
TCGA-EI-6882-01,0.647928026738,CRC
TCGA-EI-6884-01,0.407835808494,CRC
TCGA-EI-6885-01,0.591735953513,CRC
TCGA-EI-6917-01,0.409963225,CRC
TCGA-EI-7002-01,0.683496751566,CRC
TCGA-EI-7004-01,0.438608594632,CRC
TCGA-F5-6464-01,0.400168041667,CRC
TCGA-F5-6465-01,0.482157025,CRC
TCGA-F5-6571-01,0.5853002989,CRC
TCGA-F5-6702-01,0.578131933494,CRC
TCGA-F5-6810-01,0.690670416007,CRC
TCGA-F5-6811-01,0.645318175,CRC
TCGA-F5-6812-01,0.508395106223,CRC
TCGA-F5-6813-01,0.58599916191,CRC
TCGA-F5-6814-01,0.585705191667,CRC
TCGA-F5-6861-01,0.50648505,CRC
TCGA-F5-6863-01,0.739949291667,CRC
TCGA-F5-6864-01,0.518290517303,CRC
TCGA-G5-6233-01,0.72205121677,CRC
TCGA-G5-6235-01,0.4892868,CRC
TCGA-G5-6572-01,0.6429379,CRC
TCGA-G5-6641-01,0.616010576371,CRC
TCGA-2W-A8YY-01,0.577689301205,CESC
TCGA-4J-AA1J-01,0.64673014554,CESC
TCGA-BI-A0VR-01,0.332577675,CESC
TCGA-BI-A0VS-01,0.508709134929,CESC
TCGA-BI-A20A-01,0.51010340981,CESC
TCGA-C5-A0TN-01,0.787729147802,CESC
TCGA-C5-A1BE-01,0.668982064936,CESC
TCGA-C5-A1BF-01,0.636200857202,CESC
TCGA-C5-A1BI-01,0.376817769296,CESC
TCGA-C5-A1BJ-01,0.402616066425,CESC
TCGA-C5-A1BK-01,0.386667208702,CESC
TCGA-C5-A1BL-01,0.53405200992,CESC
TCGA-C5-A1BM-01,0.461513177258,CESC
TCGA-C5-A1BN-01,0.75680170321,CESC
TCGA-C5-A1BQ-01,0.557742654529,CESC
TCGA-C5-A1M5-01,0.623263314472,CESC
TCGA-C5-A1M6-01,0.650567204114,CESC
TCGA-C5-A1M7-01,0.416096293853,CESC
TCGA-C5-A1M8-01,0.819082992741,CESC
TCGA-C5-A1M9-01,0.67665955965,CESC
TCGA-C5-A1ME-01,0.513995646989,CESC
TCGA-C5-A1MF-01,0.6524826328,CESC
TCGA-C5-A1MH-01,0.2399407,CESC
TCGA-C5-A1MI-01,0.723041837421,CESC
TCGA-C5-A1MJ-01,0.538955249321,CESC
TCGA-C5-A1MK-01,0.404277222373,CESC
TCGA-C5-A1ML-01,0.727838398202,CESC
TCGA-C5-A1MN-01,0.632325222749,CESC
TCGA-C5-A1MP-01,0.406700968017,CESC
TCGA-C5-A2LS-01,0.672177593503,CESC
TCGA-C5-A2LT-01,0.4936508128,CESC
TCGA-C5-A2LV-01,0.6170648,CESC
TCGA-C5-A2LX-01,0.621917157681,CESC
TCGA-C5-A2LY-01,0.519371757813,CESC
TCGA-C5-A2LZ-01,0.492849058911,CESC
TCGA-C5-A2M1-01,0.695921421435,CESC
TCGA-C5-A2M2-01,0.882030791667,CESC
TCGA-C5-A3HD-01,0.836494925,CESC
TCGA-C5-A3HE-01,0.427225124449,CESC
TCGA-C5-A3HF-01,0.464446541714,CESC
TCGA-C5-A3HL-01,0.64318077538,CESC
TCGA-C5-A7CG-01,0.310653433333,CESC
TCGA-C5-A7CH-01,0.600125357843,CESC
TCGA-C5-A7CJ-01,0.35622191966,CESC
TCGA-C5-A7CK-01,0.549487007217,CESC
TCGA-C5-A7CL-01,0.568339416711,CESC
TCGA-C5-A7CM-01,0.736677788314,CESC
TCGA-C5-A7CO-01,0.626854875554,CESC
TCGA-C5-A7UC-01,0.688769118456,CESC
TCGA-C5-A7UE-01,0.514425734898,CESC
TCGA-C5-A7UH-01,0.640725718913,CESC
TCGA-C5-A7UI-01,0.457169215456,CESC
TCGA-C5-A7X3-01,0.353214718012,CESC
TCGA-C5-A7X5-01,0.733618543858,CESC
TCGA-C5-A7X8-01,0.660011429286,CESC
TCGA-C5-A7XC-01,0.447901150356,CESC
TCGA-C5-A8XH-01,0.528165162583,CESC
TCGA-C5-A8XI-01,0.463223159848,CESC
TCGA-C5-A8XJ-01,0.583691637264,CESC
TCGA-C5-A8XK-01,0.655079719894,CESC
TCGA-C5-A8YQ-01,0.611337483828,CESC
TCGA-C5-A8YR-01,0.596548986533,CESC
TCGA-C5-A8YT-01,0.605539362588,CESC
TCGA-C5-A8ZZ-01,0.590546638415,CESC
TCGA-C5-A907-01,0.53881627003,CESC
TCGA-DG-A2KH-01,0.573233624223,CESC
TCGA-DG-A2KJ-01,0.571958707816,CESC
TCGA-DG-A2KK-01,0.756566211421,CESC
TCGA-DG-A2KL-01,0.445744197665,CESC
TCGA-DG-A2KM-01,0.228239376743,CESC
TCGA-DR-A0ZL-01,0.529705335064,CESC
TCGA-DR-A0ZM-01,0.367349881106,CESC
TCGA-DS-A0VK-01,0.680845155662,CESC
TCGA-DS-A0VL-01,0.525894229301,CESC
TCGA-DS-A0VM-01,0.653105635463,CESC
TCGA-DS-A0VN-01,0.423187394793,CESC
TCGA-DS-A3LQ-01,0.63079005491,CESC
TCGA-DS-A5RQ-01,0.573756466158,CESC
TCGA-DS-A7WF-01,0.617863879739,CESC
TCGA-DS-A7WH-01,0.51726878908,CESC
TCGA-DS-A7WI-01,0.600722904309,CESC
TCGA-EA-A1QS-01,0.255350403486,CESC
TCGA-EA-A1QT-01,0.745379541084,CESC
TCGA-EA-A3HQ-01,0.668951848667,CESC
TCGA-EA-A3HR-01,0.680340416242,CESC
TCGA-EA-A3HS-01,0.741553069815,CESC
TCGA-EA-A3HT-01,0.421974792036,CESC
TCGA-EA-A3QD-01,0.441988125,CESC
TCGA-EA-A3QE-01,0.380348712183,CESC
TCGA-EA-A3Y4-01,0.527565292735,CESC
TCGA-EA-A410-01,0.554502941758,CESC
TCGA-EA-A411-01,0.417039834444,CESC
TCGA-EA-A439-01,0.516483360096,CESC
TCGA-EA-A43B-01,0.36674063139,CESC
TCGA-EA-A44S-01,0.569541413303,CESC
TCGA-EA-A4BA-01,0.674106616858,CESC
TCGA-EA-A50E-01,0.440008684221,CESC
TCGA-EA-A556-01,0.639754998667,CESC
TCGA-EA-A5FO-01,0.780517777425,CESC
TCGA-EA-A5O9-01,0.737743186321,CESC
TCGA-EA-A5ZD-01,0.384134245688,CESC
TCGA-EA-A5ZE-01,0.638244482365,CESC
TCGA-EA-A5ZF-01,0.65011320953,CESC
TCGA-EA-A6QX-01,0.652852827787,CESC
TCGA-EA-A78R-01,0.380111340412,CESC
TCGA-EA-A97N-01,0.459145738365,CESC
TCGA-EK-A2GZ-01,0.450319362725,CESC
TCGA-EK-A2H0-01,0.678678952684,CESC
TCGA-EK-A2H1-01,0.387952889958,CESC
TCGA-EK-A2IP-01,0.759240814949,CESC
TCGA-EK-A2PG-01,0.656495441283,CESC
TCGA-EK-A2PI-01,0.687058288184,CESC
TCGA-EK-A2PK-01,0.412091979204,CESC
TCGA-EK-A2PL-01,0.673635301468,CESC
TCGA-EK-A2PM-01,0.72558010461,CESC
TCGA-EK-A2R7-01,0.598794256053,CESC
TCGA-EK-A2R8-01,0.523605091752,CESC
TCGA-EK-A2R9-01,0.612662321896,CESC
TCGA-EK-A2RA-01,0.481492407402,CESC
TCGA-EK-A2RB-01,0.712049817788,CESC
TCGA-EK-A2RC-01,0.519488350398,CESC
TCGA-EK-A2RE-01,0.766549175,CESC
TCGA-EK-A2RJ-01,0.463069010854,CESC
TCGA-EK-A2RK-01,0.710367258882,CESC
TCGA-EK-A2RL-01,0.822105088807,CESC
TCGA-EK-A2RM-01,0.608076391223,CESC
TCGA-EK-A2RN-01,0.545467250757,CESC
TCGA-EK-A2RO-01,0.619362586443,CESC
TCGA-EK-A3GJ-01,0.631750581497,CESC
TCGA-EK-A3GK-01,0.736988197395,CESC
TCGA-EK-A3GM-01,0.678345491014,CESC
TCGA-EK-A3GN-01,0.771221325,CESC
TCGA-EX-A1H5-01,0.759440891667,CESC
TCGA-EX-A1H6-01,0.501569932749,CESC
TCGA-EX-A3L1-01,0.387168566979,CESC
TCGA-EX-A449-01,0.701581684375,CESC
TCGA-EX-A69L-01,0.385041154189,CESC
TCGA-EX-A69M-01,0.580759140412,CESC
TCGA-EX-A8YF-01,0.551486199024,CESC
TCGA-FU-A23K-01,0.478726307238,CESC
TCGA-FU-A23L-01,0.492438144092,CESC
TCGA-FU-A2QG-01,0.762594327387,CESC
TCGA-FU-A3EO-01,0.608017943998,CESC
