sample,BLCA,BRCA,CESC,CRC,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SKCM,STAD,THCA,UCEC
CBLN3,0.56,0.82,0.38,0.31,0.34,0.47,0.46,0.92,0.74,0.16,0.33,0.88,0.71,0.92,0.9,0.92,0.59,0.55,0.93,0.53
EIF3J,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ERCC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NCDN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SNAPC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRPF8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPANXN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGFR,0.4,0.68,0.62,0.24,0.57,0.98,0.91,0.92,0.35,0.81,0.51,0.25,0.8,0.34,0.89,0.92,0.87,0.41,0.84,0.14
AVPI1,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SDHAF2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZCCHC3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
NOTCH4,0.99,0.99,0.93,0.98,0.98,1.0,0.92,1.0,1.0,1.0,0.99,1.0,0.98,0.99,1.0,0.99,1.0,0.99,1.0,1.0
JMJD6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPL7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PDZRN3,0.65,0.99,0.54,0.94,0.83,1.0,0.79,0.81,0.92,1.0,0.13,0.9,0.85,0.92,0.99,1.0,0.94,0.92,0.39,0.94
S100A8,0.98,0.94,1.0,0.93,0.99,0.99,1.0,1.0,0.95,0.8,0.84,1.0,1.0,0.95,0.99,0.85,0.92,0.98,0.93,0.98
VPS52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MORC4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,1.0,1.0,0.97,0.99,1.0,0.98,1.0,1.0,0.97
ASCC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SVEP1,0.24,0.61,0.16,0.31,0.47,0.21,0.34,0.42,0.17,0.1,0.13,0.52,0.58,0.26,0.8,0.22,0.18,0.48,0.11,0.19
CYP4F11,0.68,0.55,0.74,0.8,0.78,0.72,0.74,0.64,0.84,0.62,0.97,0.44,0.73,0.76,0.75,0.77,0.06,0.69,0.67,0.6
BEND7,0.67,0.77,0.59,0.97,0.79,0.96,0.33,1.0,0.99,1.0,0.94,0.83,0.73,0.98,0.99,0.95,0.57,0.96,1.0,0.81
CENPO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.98,1.0,0.84,1.0,1.0,1.0,0.99,1.0,1.0,0.99,0.99,1.0
FAM151A,0.01,0.01,0.02,0.01,0.02,0.0,0.06,0.56,0.18,0.0,0.36,0.0,0.03,0.0,0.03,0.0,0.07,0.07,0.01,0.01
HOXC11,0.29,0.66,0.57,0.17,0.58,0.32,0.48,0.22,0.66,0.04,0.01,0.29,0.4,0.04,0.29,0.03,0.49,0.63,0.0,0.21
ATPAF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CLDND2,0.62,0.17,0.49,0.64,0.26,0.76,0.17,0.35,0.44,0.76,0.73,0.28,0.26,0.38,0.62,0.77,0.45,0.36,0.71,0.49
CHAMP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
DEFB115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DNAJB9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
ELL2,0.98,1.0,1.0,1.0,1.0,0.99,1.0,0.99,0.99,1.0,1.0,1.0,1.0,0.78,0.99,1.0,0.93,1.0,1.0,0.8
LY6G6C,0.42,0.37,0.58,0.38,0.56,0.01,0.84,0.0,0.01,0.0,0.01,0.03,0.48,0.84,0.18,0.02,0.1,0.19,0.53,0.23
C16orf45,0.91,0.99,0.77,0.95,0.94,1.0,0.89,0.99,0.99,1.0,0.95,0.99,0.93,0.9,1.0,1.0,0.89,0.99,1.0,0.91
FAM114A2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98
GFPT1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RHOBTB2,0.99,0.99,0.96,0.99,0.98,1.0,0.96,0.99,1.0,1.0,0.8,1.0,0.98,0.99,1.0,1.0,1.0,1.0,1.0,1.0
DENND4C,1.0,1.0,0.99,1.0,1.0,1.0,0.98,1.0,1.0,0.99,0.91,1.0,1.0,1.0,0.99,1.0,0.96,1.0,1.0,0.96
AMDHD1,0.07,0.2,0.19,0.06,0.22,0.12,0.22,0.72,0.71,0.04,0.97,0.16,0.2,0.06,0.05,0.0,0.16,0.12,0.01,0.04
TMX3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LAP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CDK9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PIGS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KCNIP3,0.45,0.83,0.62,0.19,0.69,0.97,0.56,0.81,0.95,1.0,0.4,0.67,0.52,0.96,0.66,0.82,0.92,0.53,1.0,0.78
SAG,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
PDE6D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SKIDA1,0.04,0.05,0.02,0.0,0.03,0.09,0.0,0.03,0.16,0.03,0.24,0.0,0.02,0.24,0.0,0.0,0.0,0.0,0.36,0.05
GRAMD4,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0
CLDN10,0.14,0.11,0.42,0.12,0.29,0.96,0.32,0.97,0.95,0.88,0.2,0.7,0.75,0.94,0.92,0.4,0.03,0.15,0.71,0.74
TDRD12,0.05,0.09,0.06,0.01,0.02,0.0,0.05,0.01,0.01,0.0,0.0,0.05,0.11,0.09,0.01,0.02,0.11,0.03,0.04,0.09
CARNS1,0.03,0.05,0.05,0.01,0.11,0.64,0.08,0.02,0.02,0.89,0.07,0.22,0.02,0.48,0.37,0.06,0.04,0.19,0.98,0.17
DUSP15,0.29,0.62,0.2,0.53,0.25,1.0,0.07,0.67,0.94,1.0,0.15,0.21,0.27,0.78,0.49,0.53,0.77,0.39,0.9,0.53
CERS2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF26,0.96,0.98,0.96,0.99,0.99,1.0,0.91,0.99,0.94,0.98,0.67,1.0,0.99,0.93,0.97,0.95,0.91,0.99,0.97,0.89
IPO8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SHROOM4,0.38,0.6,0.25,0.86,0.63,0.8,0.22,0.97,0.87,0.85,0.07,0.81,0.46,0.4,0.61,0.21,0.75,0.72,0.98,0.59
SUPV3L1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AOC1,0.34,0.15,0.45,1.0,0.63,0.0,0.54,0.92,0.83,0.0,0.18,0.69,0.26,0.64,0.97,0.54,0.04,0.97,0.41,0.76
PHOX2A,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.03,0.02,0.67,0.02,0.01,0.0,0.02,0.0,0.04
OR6B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,0.75,0.01,0.54,0.31,0.66,0.26,0.91,0.01,0.01,0.08,0.0,0.15,0.65,0.06,0.28,0.0,0.05,0.21,0.01,0.08
ASS1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.86,0.99,1.0,1.0
KMT2D,1.0,1.0,0.98,1.0,1.0,0.98,0.98,0.99,0.99,1.0,0.94,0.99,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.96
SFSWAP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMEM106B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZBTB7A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLEKHH2,0.25,0.48,0.43,0.21,0.81,0.72,0.27,0.86,0.89,0.75,0.09,0.85,0.64,0.51,0.85,0.23,0.41,0.68,0.37,0.41
PFN1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LGALS3BP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B9D2,1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.97,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.99
AQP10,0.02,0.0,0.01,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.08,0.0,0.09,0.0,0.06,0.01,0.0,0.05,0.0,0.02
ENTPD5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.99,0.99
ITGB1BP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C6orf163,0.13,0.02,0.07,0.05,0.06,0.01,0.0,0.04,0.16,0.04,0.02,0.02,0.06,0.03,0.02,0.12,0.01,0.03,0.02,0.46
DGAT1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PSD2,0.06,0.01,0.0,0.0,0.01,0.96,0.0,0.04,0.0,1.0,0.0,0.0,0.01,0.07,0.01,0.0,0.08,0.01,0.03,0.02
IRGM,0.01,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CABP7,0.08,0.04,0.03,0.02,0.01,0.55,0.01,0.0,0.0,0.54,0.01,0.04,0.02,0.18,0.43,0.0,0.03,0.01,0.02,0.1
FZD10,0.4,0.16,0.74,0.25,0.66,0.03,0.86,0.03,0.02,0.02,0.02,0.18,0.72,0.81,0.13,0.47,0.04,0.17,0.03,0.76
CRYGA,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAN1C1,0.89,0.97,0.88,0.82,0.85,1.0,0.64,0.96,0.76,1.0,0.89,0.98,0.93,0.99,0.98,1.0,0.96,0.96,1.0,0.82
VSTM1,0.02,0.0,0.03,0.0,0.01,0.2,0.0,0.02,0.05,0.03,0.0,0.06,0.02,0.13,0.1,0.0,0.01,0.02,0.0,0.02
GLRX2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SNRPN,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF560,0.08,0.03,0.0,0.0,0.02,0.1,0.02,0.01,0.0,0.35,0.04,0.1,0.06,0.27,0.0,0.24,0.21,0.02,0.12,0.02
RNF166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ACVRL1,0.98,1.0,0.94,1.0,0.97,0.99,0.97,1.0,0.99,1.0,0.98,1.0,0.99,0.95,1.0,0.99,0.99,1.0,1.0,1.0
WDR45B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BMX,0.07,0.14,0.03,0.12,0.07,0.0,0.03,0.28,0.0,0.01,0.02,0.08,0.12,0.0,0.55,0.12,0.18,0.11,0.18,0.14
GABBR1,0.9,0.99,0.95,0.93,0.96,1.0,0.95,0.97,0.95,1.0,0.31,0.96,0.98,0.89,0.99,1.0,0.99,0.9,1.0,0.79
FEZF1,0.17,0.01,0.4,0.44,0.34,0.23,0.14,0.0,0.01,0.05,0.04,0.42,0.5,0.01,0.3,0.02,0.07,0.44,0.0,0.07
MSI2,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C17orf99,0.13,0.01,0.28,0.05,0.13,0.01,0.35,0.01,0.03,0.0,0.01,0.01,0.48,0.07,0.04,0.0,0.01,0.02,0.0,0.07
APOBEC3G,0.99,0.99,0.99,0.92,0.93,1.0,0.98,0.99,0.99,0.86,0.8,1.0,0.99,0.98,0.99,0.96,0.94,0.98,1.0,0.96
KLHDC7A,0.65,0.47,0.23,0.05,0.23,0.02,0.01,0.98,1.0,0.01,0.49,0.63,0.07,0.06,0.54,0.1,0.0,0.33,0.81,0.49
VAMP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPS11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LINS1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
PTPRE,0.95,0.98,0.95,1.0,1.0,0.99,0.99,0.98,0.97,1.0,0.47,1.0,0.99,0.92,0.99,0.62,0.79,1.0,0.97,0.78
ORM1,0.14,0.37,0.17,0.16,0.16,0.1,0.1,0.1,0.05,0.01,0.99,0.85,0.55,0.23,0.42,0.57,0.05,0.36,0.18,0.55
BRPF3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
PTBP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IL7R,0.63,0.81,0.81,0.85,0.92,0.35,0.96,0.92,0.65,0.08,0.45,0.98,0.95,0.48,0.91,0.74,0.58,0.93,0.54,0.52
CDC27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EGLN1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEPT11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DGCR6,0.95,0.98,0.99,0.92,0.88,1.0,0.99,0.99,0.99,1.0,0.97,0.99,1.0,0.88,0.98,0.99,0.94,0.79,1.0,0.99
LCK,0.82,0.81,0.97,0.95,0.83,0.25,0.92,0.97,0.71,0.07,0.6,0.98,0.94,0.71,0.97,0.91,0.72,0.98,0.8,0.81
ESRP2,0.97,1.0,1.0,1.0,0.99,0.0,0.99,0.96,0.91,0.0,0.99,1.0,1.0,0.99,0.99,1.0,0.12,1.0,1.0,0.99
KRTAP5-9,0.36,0.02,0.03,0.0,0.04,0.0,0.06,0.01,0.02,0.0,0.0,0.01,0.07,0.03,0.01,0.0,0.0,0.0,0.01,0.08
LRIF1,1.0,1.0,0.97,0.99,0.98,0.98,0.96,0.99,0.98,1.0,0.97,0.99,0.99,1.0,0.99,1.0,1.0,0.92,1.0,0.96
MFGE8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MTERF3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NOP9,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RGS14,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMIGD3,0.53,0.67,0.43,0.2,0.28,1.0,0.42,0.86,0.62,0.97,0.24,0.81,0.65,0.68,0.82,0.04,0.72,0.36,0.2,0.42
OR2F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FZD2,0.9,0.92,0.87,0.65,0.87,0.98,0.91,0.55,0.81,0.64,0.12,0.91,0.97,0.98,0.94,0.54,0.8,0.91,0.86,0.98
SCN4B,0.2,0.6,0.14,0.11,0.35,0.98,0.51,0.95,0.21,0.99,0.15,0.5,0.5,0.21,0.79,0.56,0.43,0.3,0.88,0.22
DYNC1LI1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FNDC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLURP1,0.29,0.2,0.62,0.01,0.45,0.0,0.82,0.0,0.01,0.0,0.0,0.02,0.26,0.26,0.09,0.11,0.13,0.07,0.0,0.2
PRSS50,0.16,0.15,0.37,0.02,0.06,0.07,0.1,0.06,0.24,0.13,0.14,0.34,0.3,0.74,0.23,0.06,0.06,0.05,0.81,0.44
LYPD6,0.79,0.71,0.71,0.8,0.59,0.91,0.3,0.03,0.05,0.58,0.07,0.2,0.55,0.95,0.69,0.68,0.44,0.67,0.01,0.75
F8A1,0.99,1.0,1.0,0.99,0.99,0.99,1.0,0.99,0.99,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,0.99,0.99
MAFA,0.01,0.01,0.06,0.0,0.04,0.01,0.11,0.01,0.0,0.01,0.12,0.02,0.07,0.07,0.31,0.0,0.0,0.01,0.03,0.08
PDP2,0.87,0.95,0.81,1.0,0.99,0.99,0.88,0.86,0.93,1.0,0.83,0.99,0.97,0.73,0.91,0.98,0.96,0.99,0.99,0.8
JAML,0.83,0.88,0.92,0.89,0.78,0.6,0.92,0.98,0.93,0.26,0.95,0.99,0.97,0.59,0.97,0.94,0.86,0.93,0.9,0.75
GRHL2,0.96,0.99,1.0,1.0,0.99,0.0,0.99,0.07,0.08,0.0,0.07,0.99,0.99,0.99,0.94,1.0,0.06,0.97,0.99,0.96
SCLY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GNAT1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.04,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01
GDF5,0.03,0.1,0.1,0.01,0.02,0.13,0.02,0.03,0.3,0.04,0.0,0.2,0.06,0.17,0.01,0.08,0.01,0.0,0.13,0.62
CNOT4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLCD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0
DLG1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRKCB,0.34,0.41,0.29,0.32,0.39,0.87,0.39,0.75,0.36,0.98,0.11,0.79,0.63,0.28,0.52,0.53,0.53,0.72,0.36,0.15
SYN2,0.14,0.21,0.04,0.05,0.23,0.65,0.07,0.02,0.06,0.89,0.01,0.02,0.26,0.13,0.19,0.09,0.06,0.23,0.0,0.24
ARF4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HIST1H1B,0.08,0.03,0.13,0.08,0.12,0.06,0.07,0.01,0.0,0.0,0.01,0.04,0.05,0.24,0.01,0.01,0.0,0.22,0.0,0.13
RNH1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
THYN1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SETD5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MVP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRR9,0.26,0.0,0.1,0.12,0.14,0.0,0.5,0.0,0.0,0.0,0.01,0.01,0.17,0.08,0.01,0.0,0.06,0.04,0.0,0.09
SS18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MCTS1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPIRE1,0.87,1.0,0.9,0.86,0.97,1.0,0.98,1.0,1.0,1.0,0.46,1.0,0.99,0.91,0.99,1.0,1.0,0.92,1.0,0.83
ANKRD27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99
RASGEF1B,0.63,0.98,0.97,0.99,0.99,0.93,0.98,0.99,0.97,0.99,0.93,1.0,0.98,0.99,0.99,0.97,0.68,0.99,0.92,0.97
LGALS3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMEM123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARG2,0.97,0.88,0.99,0.99,0.97,0.99,0.99,0.98,0.85,0.99,0.61,0.95,0.99,0.88,0.95,1.0,0.88,0.88,1.0,0.96
TARBP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OR10A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKL5,0.65,0.79,0.39,0.33,0.8,0.4,0.52,0.9,0.79,0.74,0.14,0.76,0.58,0.26,0.83,0.84,0.4,0.79,0.73,0.19
DSC2,0.85,0.95,0.99,1.0,1.0,0.4,1.0,0.98,0.93,0.17,0.73,0.98,1.0,0.98,0.99,1.0,0.25,0.95,0.92,0.92
MORN2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRIM33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
GBP6,0.35,0.04,0.66,0.01,0.61,0.0,0.98,0.0,0.0,0.01,0.01,0.19,0.87,0.0,0.04,0.0,0.07,0.05,0.02,0.0
